step,timestamp,gene_dnaA,gene_rpoB,gene_gyrA,gene_ftsZ,gene_groEL,gene_atpD,gene_tufA,protein_DnaA,protein_RpoB,protein_GyrA,protein_FtsZ,protein_GroEL,protein_AtpD,protein_TufA,metabolite_glucose,metabolite_atp,metabolite_adp,metabolite_nadh,metabolite_amino_acids,pathway_glycolysis,pathway_translation,pathway_replication
63,31.5,8.544380158925506,8.037528634285856,7.175541641690335,7.175541641690335,6.637026433146857,7.583482153382551,8.037528634285856,3.4527676390334556,3.0974483394768115,2.587670029745198,2.587670029745198,2.3103037859744613,2.8170412934240647,3.0974483394768115,1.8116163369745337,1.4058081684872668,1.0,0.8985479578781835,1.202904084243633,4.828593444622412,4.119839347907241,4.146616258490157
64,32.0,8.606567005370582,8.116395733265323,7.276876734516692,7.276876734516692,6.748627155432749,7.67511025319832,8.116395733265323,3.4952934322160476,3.145485815834604,2.6402084466208553,2.6402084466208553,2.363504275561557,2.8680669850828195,3.145485815834604,1.7913259285501704,1.395662964275085,1.0,0.9010842589312289,1.1978314821375422,4.831540190126117,4.139969132410161,4.16732327937618
65,32.5,8.666530377549444,8.192836121433752,7.375955896195775,7.375955896195775,6.858338670789165,7.764329178864486,8.192836121433752,3.5371920200439813,3.193032428078718,2.6925969216947068,2.6925969216947068,2.416787528553208,2.9187718653002905,3.193032428078718,1.771542780336416,1.385771390168208,1.0,0.9035571524579482,1.1928856950841036,4.834369729707858,4.1598320543383425,4.187690989693042
66,33.0,8.72431315250198,8.266865108942092,7.4727300640924375,7.4727300640924375,6.9660715577124135,7.851121599818878,8.266865108942092,3.578440247854332,3.240052434398334,2.7447853272122824,2.7447853272122824,2.470099941068358,2.9691113120307477,3.240052434398334,1.7522542108280057,1.3761271054140027,1.0,0.9059682236464995,1.188063552707001,4.837086391086557,4.179418370534496,4.207711807029229
67,33.5,8.779960610212484,8.338503070741975,7.567158094243105,7.567158094243105,7.071744370862185,7.935477127934109,8.338503070741975,3.619017250716927,3.2865123894469668,2.796725013207746,2.796725013207746,2.523388553286495,3.019042674627563,3.2865123894469668,1.7334478555573056,1.3667239277786527,1.0,0.9083190180553371,1.1833619638893258,4.83969440236668,4.198719042678249,4.227379032672046
68,34.0,8.833520099138694,8.407775056975208,7.659206590838916,7.659206590838916,7.175283747171189,8.017391998090988,8.407775056975208,3.658904390659548,3.3323811463989985,2.8483689273183317,2.8483689273183317,2.57660121930145,3.0685253408484594,3.3323811463989985,1.715111659168373,1.3575558295841863,1.0,0.9106110426039536,1.1787779147920927,4.84219788506848,4.2177257439275975,4.246686831269704
69,34.5,8.885040717386191,8.474710402780495,7.74884969237511,7.74884969237511,7.276624450267653,8.09686872574027,8.474710402780495,3.698085189061225,3.377629849148561,2.899671723261793,2.899671723261793,2.629686769593069,3.117520791949543,3.377629849148561,1.6972338676891636,1.3486169338445817,1.0,0.9128457665388549,1.1743084669222903,4.844600848811596,4.236430862336403,4.265630208113575
70,35.0,8.934573010507448,8.53934234086454,7.836068819218756,7.836068819218756,7.375709355829871,8.17391574621793,8.53934234086454,3.73654525487085,3.4222319152127465,2.950589857579172,2.950589857579172,2.682595165009162,3.1659926460075143,3.4222319152127465,1.6798030209969346,1.339901510498467,1.0,0.9150246223753835,1.169950755249233,4.846907187433131,4.254827501018067,4.2842049842253385
71,35.5,8.982168686632379,8.601707619835357,7.920852387482031,7.920852387482031,7.472489381112983,8.24854704039748,8.601707619835357,3.7742722092931174,3.466163009947993,3.0010816743872644,3.0010816743872644,2.7352776412865283,3.2139066897170756,3.466163009947993,1.6628079454720113,1.3314039727360054,1.0,0.9171490068159989,1.1657019863680023,4.849120676345088,4.272909475086719,4.302407769459023
72,36.0,9.027880349388402,8.661846130941457,8.003195494134735,8.003195494134735,7.566923362414401,8.320781751029104,8.661846130941457,3.8112556075631714,3.5094010127241297,3.0511074780212697,3.0511074780212697,2.787686843282562,3.2612308990069496,3.5094010127241297,1.646237746835211,1.3231188734176054,1.0,0.9192202816455989,1.1615594367088022,4.851244970957597,4.290671305460781,4.320235933846464
73,36.5,9.071761248843456,8.719800545508003,8.083099578254778,8.083099578254778,7.658977884671857,8.390643793839265,8.719800545508003,3.847486858406099,3.551925975725623,3.1006295935765755,3.1006295935765755,2.8397769482352304,3.3079354489025836,3.551925975725623,1.6300818031643307,1.3150409015821651,1.0,0.9212397746044589,1.1575204507910821,4.853283606014013,4.308108209659503,4.337687577426853
74,37.0,9.11386505050554,8.775615965016195,8.160572063207605,8.160572063207605,7.7486270677159865,8.458161467155762,8.775615965016195,3.8829591417484326,3.5937200760647467,3.149612415477937,3.149612415477937,2.891503777516369,3.3539927131363485,3.5937200760647467,1.6143297580852225,1.307164879042611,1.0,0.9232087802393475,1.153582439521305,4.855239995701675,4.325216089761091,4.354761498807468
75,37.5,9.154245622236685,8.829339585439769,8.235625984373963,8.235625984373963,7.835852313929082,8.523367063491158,8.829339585439769,3.9176673252169283,3.6347675618975037,3.198022444313389,3.198022444313389,2.9428248964887773,3.39937725406681,3.6347675618975037,1.598971514133092,1.2994857570665457,1.0,0.9251285607333638,1.1497428785332724,4.857117434418103,4.341991517721697,4.371457162704029
76,38.0,9.192956838787321,8.88102037713669,8.308279606820182,8.308279606820182,7.920642022196997,8.586296486170687,8.88102037713669,3.951607879925765,3.6750546932310457,3.245828312268224,3.245828312268224,2.9936997022192635,3.444065803517737,3.6750546932310457,1.5839972262797648,1.291998613139882,1.0,0.9270003467150297,1.1459993065699405,4.858919098086804,4.3584317182780845,4.387774666705914
77,38.5,9.230052403527655,8.930708781297938,8.37855603703567,8.37855603703567,8.002991273087883,8.646988873737085,8.930708781297938,3.9847787960176677,3.7145696781019417,3.2930007975807047,3.2930007975807047,3.0440894989354974,3.4880372351852773,3.7145696781019417,1.5693972956227706,1.2846986478113849,1.0,0.928825338047154,1.142349323905692,4.860648045929718,4.374534549673807,4.403714707504617
78,39.0,9.265585686844704,8.978456423681074,8.446482832558718,8.446482832558718,8.082901490156672,8.705486234511275,8.978456423681074,4.017179498387902,3.7533026047888716,3.3395128285156375,3.3395128285156375,3.0939575612426395,3.5312725292887954,3.7533026047888716,1.5551623632322014,1.2775811816161002,1.0,0.9306047045959751,1.1387905908080498,4.862307222614898,4.390298482459637,4.419278546813682
79,39.5,9.299609580585631,9.024315846105427,8.51209161298311,8.51209161298311,8.160380082166622,8.761833093340512,9.024315846105427,4.048810762983148,3.7912453707020637,3.3853394774144334,3.3853394774144334,3.143269185234673,3.5737547301578685,3.7912453707020637,1.5412833041513962,1.2706416520756978,1.0,0.9323395869810758,1.1353208260378485,4.863899460708278,4.405722576624519,4.434467977195753
80,40.0,9.332176367858313,9.06834025595935,8.575417675493178,8.575417675493178,8.235440070847844,8.816076152229753,9.06834025595935,4.079674634030448,3.828391608565944,3.430457945431041,3.430457945431041,3.1919917277441354,3.615468897455719,3.828391608565944,1.5277512215476114,1.2638756107738054,1.0,0.9340310973065489,1.1319378053869023,4.865427483367607,4.42080645731391,4.4492852879977836
81,40.5,9.363337607447162,9.110583293768054,8.636499617722032,8.636499617722032,8.308099708587605,8.86826396623167,9.110583293768054,4.109774342515105,3.8647366104818484,3.47484753860254,3.47484753860254,3.240094634071619,3.656402051738725,3.8647366104818484,1.514557441008921,1.2572787205044602,1.0,0.9356803198738851,1.1286393602522298,4.866893907224716,4.435550289388897,4.463733231579455
82,41.0,9.393144032064349,9.151098818693029,8.69537897037357,8.69537897037357,8.378382090177817,8.918446635669438,9.151098818693029,4.139114226190959,3.9002772504250816,3.5184896359317523,3.5184896359317523,3.2875494546224835,3.6965431150435246,3.9002772504250816,1.5016935049836981,1.2508467524918487,1.0,0.937288311877038,1.125423376245924,4.868301245409597,4.449954751072247,4.47781499000287
83,41.5,9.421645459632035,9.189940711680256,8.752099841700174,8.752099841700174,8.446314762441647,8.966675515486493,9.189940711680256,4.167699651372212,3.9350119056958337,3.561367650177669,3.561367650177669,3.3343298509524004,3.7358828471785106,3.9350119056958337,1.4891511673591056,1.2445755836795525,1.0,0.938856104080112,1.122287791839776,4.869651910676111,4.46402100691753,4.491534142334162
84,42.0,9.448890716778612,9.227162695843278,8.806708575589742,8.806708575589742,8.51192933523253,9.013002942260693,9.227162695843278,4.195536936723067,3.968940377807124,3.6034669820585292,3.6034669820585292,3.3804115917855935,3.7744137783761023,3.968940377807124,1.4769223881751279,1.2384611940875636,1.0,0.9403847014781092,1.1192305970437817,4.870948218594874,4.4777506803249025,4.504894632689976
85,42.5,9.474927573729417,9.262818173557633,8.8592534246924,8.8592534246924,8.575261096954197,9.057481979187727,9.262818173557633,4.222633279230149,4.002063813255709,3.644774968572913,3.644774968572913,3.425772539620169,3.81213013893699,4.002063813255709,1.4649993284707497,1.2324996642353745,1.0,0.9418750839411564,1.1162498321176872,4.8721923907838445,4.491145825812808,4.517900739144406
86,43.0,9.499802689778798,9.296960079653568,8.9097842397124,8.9097842397124,8.636348637397226,9.10016617913056,9.296960079653568,4.248996682513112,4.034384624584263,3.685280826137077,3.685280826137077,3.470392628574091,3.8490277864684046,4.034384624584263,1.453374345258981,1.2266871726294901,1.0,0.9433282068426274,1.1133435863147452,4.873386558151532,4.504208901239166,4.530557043594911
87,43.5,9.523561568544096,9.329640750022886,8.958352175706882,8.958352175706882,8.695233480333723,9.14110936564813,9.329640750022886,4.274635887601058,4.065906412105622,3.724975589222895,3.724975589222895,3.5142538341537293,3.885104131286188,4.065906412105622,1.4420399866275064,1.2210199933137529,1.0,0.9447450016715617,1.1105099966568766,4.874532764131655,4.516942740149034,4.542868402669404
88,44.0,9.54624852222205,9.360911804901592,9.005009415972264,9.005009415972264,8.751959727962827,9.180365431756837,9.360911804901592,4.299560306276557,4.096633886622881,3.763852045161057,3.763852045161057,3.5573401356451133,3.9203580605157993,4.096633886622881,1.4309889869618189,1.215494493480909,1.0,0.9461263766297727,1.1077472467404545,4.875632967891459,4.52935052440861,4.554839919741204
89,44.5,9.56790664409302,9.390824046050941,9.049808913862131,9.049808913862131,8.806573718961554,9.217988156041699,9.390824046050941,4.323779957065054,4.12657279344301,3.8019046657495577,3.8019046657495577,3.5996374718368966,3.9547898613910517,4.12657279344301,1.4202142622877734,1.2101071311438865,1.0,0.9474732172140284,1.1050535655719431,4.876689047498884,4.5414357572682675,4.566476918103909
90,45.0,9.588577788547274,9.419427367034045,9.092804152668146,9.092804152668146,8.85912370157211,9.254031035619159,9.419427367034045,4.347305403925483,4.155729837946711,3.8391295362787834,3.8391295362787834,3.6411336907843546,3.988401144211978,4.155729837946711,1.409708905730579,1.2048544528652894,1.0,0.9487863867836778,1.1024272264326445,4.877702803036376,4.5532022369801854,4.577784915344821
91,45.5,9.608302557939528,9.446770675771598,9.134048923507658,9.134048923507658,8.90965952285193,9.288547135359103,9.446770675771598,4.370147697677697,4.184112612943665,3.8755242825525356,3.8755242825525356,3.681818494316435,4.021194765385356,4.184112612943665,1.3994661830873145,1.199733091543657,1.0,0.9500667271140858,1.0998665457718284,4.878675959651413,4.5646540310795,4.588769598943017
92,46.0,9.627120295611968,9.472901828557086,9.173597120997883,9.173597120997883,8.958232334928796,9.32158895269812,9.472901828557086,4.392318320184112,4.21172952801041,3.9110879964498557,3.9110879964498557,3.721683377973833,4.053174750933541,4.21172952801041,1.3894795285101316,1.1947397642550657,1.0,0.9513150589362337,1.0973698821275326,4.879610170535779,4.5757954514218335,4.599436803106971
93,46.5,9.645069084461648,9.49786757471754,9.211502556355875,9.211502556355875,9.004894318842418,9.353208297317707,9.49786757471754,4.413829131286447,4.238589740977828,3.94582116053626,3.94582116053626,3.760721567046202,4.084346220819807,4.238589740977828,1.3797425402973782,1.189871270148689,1.0,0.9525321824628279,1.0949356350743442,4.880507019827332,4.586631030054776,4.609792486856411
94,47.0,9.662185750464541,9.521713511119064,9.247818787444913,9.247818787444913,9.049698426316937,9.383456184918527,9.521713511119064,4.434692318483738,4.264703091706913,3.9797255721955698,3.9797255721955698,3.7989279493518153,4.11471531440178,4.264703091706913,1.3702489767899437,1.1851244883949719,1.0,0.9537188779012572,1.0925622441974856,4.881368025429503,4.597165495986496,4.619842713344083
95,47.5,9.678505870605369,9.54448404573588,9.282598965190063,9.282598965190063,9.092698139596367,9.412382744293025,9.54448404573588,4.454920349324685,4.290080038264964,4.012804267715543,4.012804267715543,3.836299005374134,4.144289117289016,4.290080038264964,1.3609927523701952,1.1804963761850975,1.0,0.9548759059537257,1.0902481880925485,4.8821946417450075,4.607403752901279,4.629593630405158
96,48.0,9.694063784698924,9.56622236952614,9.315895695706828,9.315895695706828,9.13394724928709,9.440037136882351,9.56622236952614,4.474525926475924,4.314731595589869,4.045061446722436,4.045061446722436,3.8728327363376045,4.173075589846625,4.314731595589869,1.3519679335609402,1.1759839667804701,1.0,0.9560040083048826,1.0879919833902347,4.882988262321391,4.617350857859378,4.639051452315112
97,48.5,9.708892610624815,9.586970435886334,9.347760917425724,9.347760917425724,9.173499649987647,9.466467487997878,9.586970435886334,4.493521945417749,4.338669276707534,4.076502397321958,4.076502397321958,3.9085285907704153,4.20108349755424,4.338669276707534,1.3431687352219168,1.1715843676109583,1.0,0.9571039080972605,1.085792183805479,4.883750222406908,4.627012001007349,4.648222442730965
98,49.0,9.72302426253283,9.606768946987858,9.378245792450251,9.378245792450251,9.211409153345413,9.491720828891168,9.606768946987858,4.5119214547101825,4.361905036546854,4.1071334222671165,4.1071334222671165,3.9433873900655296,4.2283223433988075,4.361905036546854,1.3345895168413688,1.1672947584206843,1.0,0.958176310394829,1.083647379210342,4.884481801416071,4.6363924863147385,4.657112898785843
99,49.5,9.736489471610462,9.625657346333199,9.40740061135471,9.40740061135471,9.247729318061005,9.515843048867694,9.625657346333199,4.529737618764935,4.384451218377841,4.136961766437628,4.136961766437628,3.9774112535137784,4.2548023024505595,4.384451218377841,1.3262247789203345,1.1631123894601672,1.0,0.9592219026349582,1.0815561947300836,4.88518422530487,4.6454977133439375,4.665729136302638
