step,timestamp,gene_ACE2,gene_TMPRSS2,gene_IFNB1,gene_ISG15,gene_MX1,gene_IL6,gene_TNF,gene_viral_spike,gene_viral_rep,gene_viral_nuc,protein_ACE2,protein_TMPRSS2,protein_IFNB1,protein_IL6,protein_TNF,protein_Spike,protein_Rep,protein_Nuc,metabolite_atp,metabolite_nucleotides,metabolite_amino_acids,pathway_viral_entry,pathway_viral_replication,pathway_interferon_response,pathway_inflammatory_response
59,59.0,8.728695729645409,8.405682728826216,7.569871004242552,6.431152085204414,6.405889615786779,5.3487898194053605,5.375469546850747,0.0,0.214392919245501,2.068187611563031e-11,3.5829486128441337,3.350886883532082,2.8299632139263995,1.7691719264253485,1.7787262752028803,0.0014605854742549965,0.06128843598630726,5.687465788991843e-12,1.2461483088606042,1.1220721865875092,1.1224913842348618,0.0027514652038065197,2.1654578631023727e-10,4.829393666376654,4.720181231046915
60,60.0,8.806411240027055,8.49937902872314,7.698598635663714,6.591934872779834,6.566993322677541,5.5228185802045395,5.549490611774667,0.0,0.22936962077620993,1.5925044609032343e-11,3.641516033319354,3.4152105428834787,2.9032182443976433,1.8412191130011444,1.8509757677585648,0.0014620316078783524,0.06545814112602953,4.379355677516478e-12,1.2376021555608794,1.1177939401255552,1.1182154787477614,0.0027089232404014186,1.6406491844686756e-10,4.833562441853613,4.730308244073503
61,61.0,8.880027587621202,8.588546477459369,7.82257888375916,6.7493152379179415,6.7247444323375305,5.695785546495915,5.722384938835874,0.0,0.2453481687202816,1.2262284348953127e-11,3.6984988190852914,3.478084474018635,2.975613520669355,1.9142609134192154,1.9242021962145528,0.0014633765121480733,0.06991024378021418,3.3721082942830374e-12,1.229355117626645,1.1136654322897694,1.1140892299527094,0.0026686483488054047,1.2420226575265392e-10,4.83748703622127,4.739860263040461
62,62.0,8.949683002347868,8.673289840556068,7.941767513144147,6.903014672918974,6.878860615012577,5.867277064974951,5.893739965425082,0.0,0.26239211791372263,9.441958948692854e-12,3.753871335370034,3.539456886398122,3.0470408553498647,1.988169859237603,1.9982771111021638,0.0014646272731189134,0.07466321848911689,2.5965261728329563e-12,1.2213967260201088,1.109681422228236,1.1101073998654845,0.002630525395583643,9.394657517062428e-11,4.841182051180996,4.7488698313253055
63,63.0,9.015520744906196,8.75372545662984,8.056146830704705,7.052784580613874,7.029089180711262,6.036892219588955,6.063156474132702,0.0,0.2805685662531626,7.270308390492873e-12,3.807614831421861,3.599283860268283,3.1173994130399914,2.0628135638022176,2.073067281984185,0.001465790480821795,0.07973664814746678,1.999326908409406e-12,1.2137168781198016,1.1058368525188564,1.1062649338313124,0.0025944440633578762,7.10003280027516e-11,4.844661238941074,4.757367859112433
64,64.0,9.07768761022837,8.829979296846485,8.165723886819208,7.198407270485347,7.175208146561507,6.204246542429671,6.230252268901476,0.0,0.2999482822985806,5.598137460679142e-12,3.859717059877794,3.6575291037372586,3.1865960347341264,2.1380556978701355,2.148435683012289,0.0014668722639854747,0.08515127680691148,1.5394828253318826e-12,1.2063058248960048,1.1021268427493054,1.1025569541083362,0.0025602988475815235,5.3611582163547474e-11,4.847937542036339,4.765383660633289
65,65.0,9.136332569793678,8.902185130789476,8.270528522996452,7.339696470409201,7.317026819368636,6.36897541545102,6.394665530973722,0.0,0.3206058267053863,4.31056584472272e-12,3.910171877340245,3.7141636642573053,3.2545454688768163,2.2137570113617553,2.2242425221505067,0.001467878322327697,0.09092906293985407,1.185402472195222e-12,1.1991541585350411,1.0985466833216884,1.098978753675664,0.002527989010517151,4.0445230690683726e-11,4.851023133155369,4.772944998609596
66,66.0,9.191605553189703,8.970482813067695,8.370611315528606,7.476497375006,7.454385912570123,6.53073710080028,6.556057793958924,0.0,0.3426196653522233,3.319135700436364e-12,3.958978832356646,3.7691656021457147,3.3211705127134667,2.2897763840811045,2.3003462967672257,0.0014688139565859639,0.09709323280973045,9.12760342504808e-13,1.192252800496711,1.095091829474038,1.0955257902581355,0.002497418501247608,3.048447619303566e-11,4.853929454585565,4.78007813429428
67,67.0,9.243656366686565,9.035016700528534,8.466041461316308,7.608686261879434,7.587157227288566,6.6892153494639395,6.714116489540149,0.0,0.3660722717315586,2.5557344893359227e-12,4.006142746445802,3.8225196335208045,3.386402068882955,2.3659718878630436,2.3766048579950576,0.001469684096446152,0.10366833352797969,7.028257402448252e-13,1.1855929899897224,1.0917578955110554,1.0921936805602204,0.0024684958491728378,2.2955461148989605e-11,4.856667256964295,4.78680788171512
68,68.0,9.292633744468507,9.095934205956624,8.55690464770565,7.736169715401319,7.715242935830787,6.844121551151912,6.868557028750361,0.0,0.39105021584613486,1.9679155567886146e-12,4.0516732932353605,3.87421674965913,3.45017912325323,2.4422018427346908,2.4528764664637333,0.0014704933265161269,0.11068028530599026,5.411759941936706e-13,1.1791662728504786,1.0885406492367773,1.0889781947017325,0.0024411340372529826,1.726963765823567e-11,4.859246637090258,4.793157664915121
69,69.0,9.338684526511035,9.153384490662846,8.64330094326585,7.858883504033279,7.838574512599935,6.995196402249976,7.019124397750721,0.0,0.4176442365064532,1.5152949787272061e-12,4.095584580185047,3.9242538193216623,3.5124486507997563,2.5183258502949064,2.5290208227014666,0.0014712459104812034,0.11815643233083738,4.1670562527837273e-13,1.172964490811108,1.0854360065820987,1.0858752508482916,0.002415250360232286,1.2979722353250996e-11,4.861677074605123,4.799149577153551
70,70.0,9.381952955858507,9.207517295414796,8.725342741193725,7.976791161418158,7.957111361928064,7.1422110826311425,7.165594261003782,0.0,0.4459492935541776,1.1667771336199326e-12,4.137894736784992,3.972633180074822,3.5731654568810165,2.5942057885784937,2.604900056630206,0.0014719458135687247,0.1261255916064266,3.2086340060637145e-13,1.1669797711431156,1.082440026420334,1.082880910029721,0.0023907662721970244,9.746051080015496e-12,4.863967467402686,4.8048044411839355
71,71.0,9.422580087198584,9.258481906719194,8.803152781688459,8.089882323699593,8.070839194853356,7.284967945539334,7.30777357806894,0.0,0.4760645961463018,8.984183928873386e-13,4.178625512549733,4.019362224069201,3.632291961592407,2.669706754121922,2.680379662088396,0.0014725967234401193,0.13461809900661498,2.4706486202638093e-13,1.161204516663503,1.0795489055642309,1.0799913711398004,0.002367607227066145,7.310891612598941e-12,4.8661261656624015,4.810141869862071
72,72.0,9.460703298096362,9.306426253513111,8.876862274392694,8.19817087589173,8.179768207502024,7.423300737120362,7.445500752443715,0.0,0.5080936028288974,6.917821625232451e-13,4.217801887585729,4.064452983154103,3.6897979350017907,2.744697938712739,2.755329364127274,0.0014732020696205167,0.14366585168403806,1.9023997120278223e-13,1.1556313960906768,1.0767589739380914,1.0772029661110272,0.0023457025149690638,5.478843306093205e-12,4.868161004437452,4.815180326459161
73,73.0,9.496455893992405,9.351496127817382,8.946609137000717,8.301692958844232,8.28393111270114,7.557074373048691,7.578645341520502,0.0,0.5421439887125528,5.326722651428954e-13,4.255451698000541,4.107921717616367,3.7456601910123553,2.8190534303049,2.8296239088616475,0.0014737650415682859,0.15330234586798536,1.4648479511489755e-13,1.1502533347378994,1.0740666899188671,1.0745121552582608,0.0023249850969168746,4.101890361750534e-12,4.870079334755143,4.819937184164126
74,74.0,9.529966798037648,9.393834521807415,9.012536361509202,8.400504885695176,8.383381074003575,7.686184308769599,7.707107365527291,0.0,0.5783275746412335,4.1015764416002743e-13,4.291605277950137,4.14978851225121,3.7998622473884844,2.8926529297327304,2.903143767828803,0.0014742886054797113,0.16356270896723554,1.1279330313038681e-13,1.1450635055324694,1.0714686358403154,1.0719155227853414,0.0023053914397081743,3.06801112676387e-12,4.871888053210372,4.824428784355687
75,75.0,9.56136031698996,9.43358107301513,9.074790515412456,8.494681012964033,8.478189587733297,7.810555546950864,7.830816260096052,0.0,0.6167602128312691,3.158213860032199e-13,4.326295119690199,4.190076882912149,3.85239395914582,2.965382377073862,2.975775751036594,0.0014747755199173368,0.17448372477010976,8.685085027230468e-14,1.1400553203492294,1.068961513654513,1.0694097724489742,0.002286861352617694,2.292503281914585e-12,4.873593630051699,4.828670493310073
76,76.0,9.590755974691662,9.470871608941044,9.133520381471278,8.584311606899748,8.568444354248983,7.930141330739415,7.949729521795288,0.0,0.6575616230588184,2.431824672224786e-13,4.359555552609257,4.228813396155003,3.903251132074534,3.037134483717823,3.0474135250862697,0.001475228350344329,0.18610385040530975,6.687515903267588e-14,1.1352224216474027,1.0665421407452138,1.0669917233743798,0.002269337827084915,1.711382092360814e-12,4.875202135774874,4.832676757084947
77,77.0,9.61826840504907,9.505837782178498,9.188875736533298,8.669500740644569,8.654247174656584,8.044921574378687,8.06383109862124,0.0,0.7008551731063796,1.8725049976130813e-13,4.391422441876326,4.26602730409384,3.952435122660457,3.1078091683218423,3.1179580348682774,0.0014756494826414315,0.19846322359501056,5.14938751786512e-14,1.13055867440014,1.06420744588774,1.0646583060173962,0.0022527668803423084,1.2763600962379853e-12,4.876719266250913,4.8364611543852245
78,78.0,9.644007296913125,9.538606787186247,9.241006267250764,8.750364252457747,8.735711903935385,8.154901083785894,8.173129578203296,0.0,0.7467675968584184,1.44182884816207e-13,4.4219329070325415,4.301750196128785,3.9999524301153073,3.1773138968193515,3.187317829292258,0.0014760411356777368,0.21160365859832084,3.9650285603360604e-14,1.1260581583065314,1.0619544653502777,1.062406558267907,0.002237097403691133,9.510324230539686e-13,4.878150366425562,4.840036447272535
79,79.0,9.668077383788226,9.569301150048297,9.29006061840903,8.827027789887271,8.812962486104155,8.260107619012604,8.277656225551022,0.0,0.795428643182766,1.1102082130847924e-13,4.451125060593617,4.33601566878927,4.04581428564547,3.2455639284422624,3.255409293280216,0.0014764053730015009,0.22556862911133618,3.0530720995541143e-14,1.1217151602761992,1.0597803391316267,1.06023362168965,0.0022222810159402517,7.07980615673817e-13,4.879500452634389,4.843414629628128
80,80.0,9.690578471852557,9.598038582892368,9.336185567911949,8.8996249595676,8.886131091834292,8.36058984836582,8.377462919808973,0.0,0.8469706485710725,8.548603240752892e-14,4.479037766505506,4.368859014562794,4.090036243496294,3.3124824712908296,3.3221567897916984,0.0014767441137126013,0.2404032362629906,2.3508655847567364e-14,1.1175241671769287,1.0576823073306285,1.058136737891632,0.002208271922364473,5.265757064332825e-13,4.880774233583479,4.846606973319487
81,81.0,9.711605500339887,9.6249318950669,9.379525321226662,8.968295597402935,8.955356373967046,8.45641524062927,8.472620035974387,0.0,0.9015280264645433,6.582424495379722e-14,4.505710418106965,4.400316930248237,4.132637777720752,3.3780007523128712,3.387492716941778,0.0014770591425739246,0.25615415972787814,1.81016654316573e-14,1.1134798588361328,1.0556577066426653,1.0561132450265447,0.0021950267794084797,3.9131322804891087e-13,4.881976130049643,4.8496240720547785
82,82.0,9.731248628895633,9.650088953671752,9.420220917222093,9.033184169376677,9.020781851824674,8.547667937585715,8.563214313162838,0.0,0.9592366662898362,5.0684668614423827e-14,4.531182735096799,4.430427245083323,4.1736418880495485,3.4420580076272405,3.4513574863082934,0.0014773521194149553,0.2728695898730861,1.393828265266529e-14,1.1095771012872646,1.0537039669787809,1.0541605744117353,0.0021825045652562056,2.9055255139109465e-13,4.883110293356821,4.852475882937111
83,83.0,9.749593347068222,9.673612686575233,9.458409736793046,9.094438309180216,9.082554431098137,8.634446644184123,8.649346746060345,0.0,1.020233235506723,3.9027194833106327e-14,4.555494578877638,4.4592286686460545,4.213074717693945,3.5046013999451775,3.513699429306201,0.001477624587877114,0.2905991387715945,1.0732477812834449e-14,1.1058109402526068,1.0518186082031322,1.0522762472684444,0.0021706664562997453,2.1556329455460765e-13,4.884180622686964,4.855171765753031
84,84.0,9.766720601622197,9.695601121609315,9.494225105395417,9.152207495318752,9.140823062491185,8.7168625684842,8.731130530937683,0.0,1.084654378458648,3.005094002149186e-14,4.578685785548928,4.486760558317546,4.250965185399789,3.5655858704168866,3.5744746390446602,0.0014778779835469217,0.3093937278565502,8.264008023160295e-15,1.102176594854162,1.0499992369846314,1.0504578715751685,0.002159475709473457,1.598047341282804e-13,4.8851907812843285,4.857720520047557
85,85.0,9.782706937856268,9.716147456199405,9.52779598057994,9.206641867341798,9.195737539220373,8.79503743817923,8.808689092253623,0.0,1.152635806556069,2.3139223816548725e-14,4.600796015746622,4.5130627059160275,4.287344633596414,3.6249739325758266,3.633646755394064,0.0014781136415198425,0.3293054499661512,6.363286245418422e-15,1.0986694515446627,1.048243543758778,1.0487031390311572,0.0021488975503649384,1.1838185159003423e-13,4.886144211612076,4.860130420051826
86,86.0,9.797624651573916,9.735340152241992,9.559246715757938,9.257891178353603,9.247447430907412,8.86910161524498,8.882154210631667,0.0,1.2243112753473895,1.7817202338742514e-14,4.621864620472849,4.538175142965892,4.3222464940504075,3.682735416191503,3.6911867010981725,0.001478332803434659,0.3503874035461848,4.899730451550731e-15,1.0952850582509959,1.0465492997958297,1.0470098221261863,0.0021388990669727785,8.763515411042734e-14,4.8870441495193875,4.862409247539698
87,87.0,9.811541948783765,9.753263051582845,9.58869689172218,9.306103878959007,9.29610114933236,8.939192325247365,8.951664268013996,0.0,1.2998114453793894,1.3719245800831733e-14,4.6419305220229665,4.562137963948671,4.355705972043164,3.738847168798215,3.747072376696439,0.0014785366240154386,0.3726934968453463,3.772792474518547e-15,1.0920191187226074,1.0449143543715844,1.0453757713128895,0.002129449108949309,6.483170721432276e-14,4.887893637476121,4.86456432269701
88,88.0,9.824523110601001,9.769995507962946,9.616261207843761,9.351426326256622,9.341845139908497,9.005452013186376,9.017362621192513,0.0,1.379262625451454,1.0563819266640432e-14,4.661032109097291,4.584991166791547,4.387759749743042,3.793292722469372,3.801288321801018,0.0014787261771555633,0.39627822006668967,2.9050502222787065e-15,1.0888674870777124,1.0433366320371875,1.0437989122780582,0.0021205181921432957,4.793266307924758e-14,4.88869553693052,4.8666025330920455
89,89.0,9.836628661179516,9.78561253178394,9.642049425340748,9.394002110359063,9.384823191549069,9.06802683354283,9.079396110769636,0.0,1.462785398953567,8.134140835313131e-15,4.679207145178079,4.60677450978077,4.418445709136955,3.846061933082286,3.8538253499294544,0.0014789024615758793,0.4211963836365637,2.2368886818012418e-15,1.0858261625403889,1.0418141299844947,1.0422772433094458,0.0021120784082411586,3.541854184430052e-14,4.889452539843592,4.868530360838531
90,90.0,9.847915536828092,9.800184944496268,9.666166355539893,9.433971490150498,9.425175856774244,9.127065278479883,9.137913708957905,0.0,1.5504931364668566,6.263288443191111e-15,4.696492689256964,4.627527384039049,4.447802674620796,3.897150598893801,3.904680163654657,0.0014790664060867734,0.4475028210296793,1.7224042916943377e-15,1.0828912843618717,1.0403449155036462,1.040808832754735,0.0021041033392946284,2.6158067373298466e-14,4.89016717945178,4.870353908043686
91,91.0,9.858437254754135,9.813779539829588,9.688711886607175,9.47147092953454,9.463039973403802,9.182716944956068,9.19306530650664,0.0,1.6424904007062027,4.8227321012571546e-15,4.712925028011899,4.6472887006752295,4.475870175121145,3.946560064748264,3.953854956323708,0.0014792188744819049,0.4752520549545448,1.3262513088302904e-15,1.0800591269196025,1.0389271235296273,1.039391816569439,0.002096567976916675,1.93098125085847e-14,4.8908418403072575,4.872078920633521
92,92.0,9.868244080137032,9.826459249465914,9.709781042788183,9.506632725231148,9.498548278947602,9.235131438830734,9.24500063644244,0.0,1.7388712531910346,3.713503717968009e-15,4.728539618554244,4.666096791698694,4.502688225429511,3.994296817689505,4.001357006039485,0.001479360670089377,0.5044979261653212,1.0212135104614833e-15,1.077326094987813,1.037558954274699,1.0380243959506281,0.0020894486459251934,1.4248531205607512e-14,4.89147876764297,4.873710810646418
93,93.0,9.877383190462083,9.838283311101529,9.729464070761422,9.539584717202592,9.531829108794646,9.284457411867551,9.293868330206868,0.0,1.83971747571847,2.8593978628353667e-15,4.743371040894133,4.683989323787752,4.528297126272238,4.04037207916858,4.047198267014341,0.0014794925400043262,0.5352931847304424,7.863344047325027e-16,1.074688719173636,1.0362386709436933,1.0367048350534758,0.002082722932214569,1.0510044159061226e-14,4.892080076107085,4.875254677083833
94,94.0,9.885898836247446,9.849307437155044,9.747846548255348,9.570450072982291,9.563006169468618,9.330841725834828,9.339815100134999,0.0,1.9450967237357975,2.2017363543832323e-15,4.757452959304623,4.701003224008717,4.552737282511072,4.084801398446931,4.091394962810898,0.0014796151790252288,0.56768904425896,6.054774927006383e-16,1.0721436515129552,1.0349645975292727,1.0354314587877238,0.0020763696146381826,7.75005191767761e-15,4.892647757909183,4.876715325404292
95,95.0,9.893832497472713,9.859583982657613,9.765009510605175,9.59934713750724,9.592198378523559,9.374428736621228,9.382985040999687,0.0,2.0550606329947714,1.6953369928750888e-15,4.770818091800862,4.717174616598541,4.57604903876827,4.127604251205609,4.133967185396009,0.0014797292333146683,0.6017347003631701,4.662176700451565e-16,1.069687661220398,1.033735116684357,1.0342026506912734,0.0020703686006896937,5.713390510819506e-15,4.893183690418161,4.878097285743701
96,96.0,9.90122303517105,9.869162111108997,9.78102959142236,9.626389340480483,9.61951976306276,9.41535969038481,9.423519042500503,0.0,2.1696429053176933,1.3054094845138183e-15,4.7834981869889015,4.732538769947108,4.598272531693075,4.168803646797562,4.174938503362232,0.0014798353038038468,0.637476815517347,3.5898760635413953e-16,1.0673176305880805,1.0325486676690132,1.0330168508781985,0.0020647008657770933,4.211107344209719e-15,4.8936896432494565,4.879404829941493
97,97.0,9.908106837779188,9.87808795730208,9.795979174014255,9.651685153784818,9.64507940934667,9.453772223182508,9.46155430405316,0.0,2.2888574037840463,1.00516530307564e-15,4.7955240075787104,4.747130052944158,4.6194475580304815,4.208425747031509,4.21433558212594,0.001479933949358783,0.6749589734492054,2.764204571568899e-16,1.0650305510278941,1.0314037443692063,1.0318725540585814,0.0020593483958906544,3.103386678157477e-15,4.894167284876932,4.880641987448504
98,98.0,9.914517961953383,9.886404786310752,9.809926550621494,9.67533809200754,9.668981456485916,9.489799955236588,9.497223942985258,0.0,2.4126962919952124,7.739772833682428e-16,4.80692531989682,4.760981899888952,4.639613457615753,4.246499498859818,4.252187818399503,0.0014800256897248734,0.7142211072593967,2.1284375217725276e-16,1.062823519252314,1.0302988933848929,1.0307683076276506,0.002054294133473776,2.2868454805520753e-15,4.894618188802578,4.881812560188674
99,99.0,9.920488267656422,9.894153148003888,9.822936086935169,9.697446749697816,9.691325127772053,9.523572170936315,9.530656687219945,0.0,2.541128256103307,5.95962508193547e-16,4.817730888775201,4.774126783197137,4.658809010396631,4.2830562828643215,4.28852699076167,0.0014801110082653377,0.7552989065851119,1.6388968928134657e-16,1.0606937335888795,1.0292327121850304,1.0297027098218026,0.002049521926314047,1.6850907213748035e-15,4.895043839315028,4.88292013644292
