step,timestamp,gene_ACE2,gene_TMPRSS2,gene_IFNB1,gene_ISG15,gene_MX1,gene_IL6,gene_TNF,gene_viral_spike,gene_viral_rep,gene_viral_nuc,protein_ACE2,protein_TMPRSS2,protein_IFNB1,protein_IL6,protein_TNF,protein_Spike,protein_Rep,protein_Nuc,metabolite_atp,metabolite_nucleotides,metabolite_amino_acids,pathway_viral_entry,pathway_viral_replication,pathway_interferon_response,pathway_inflammatory_response
16,16.0,2.493175428914519,2.0558209251432955,1.3509301568997019,0.8425321148834686,0.8379219344595805,0.5665371579292162,0.5698927458105345,0.0,0.007965184338947663,1.5721311648689293e-06,0.9623452913697698,0.7803929821769111,0.49861813335805966,0.20361283613224632,0.20366468053009212,0.0010131391854565422,0.003546845909955799,4.1102687784992307e-07,2.1318416761172565,1.5654546514169172,1.5656312386373266,0.006377334520717461,2.0213220608415553e-05,4.164636672050529,3.352285784798027
17,17.0,2.6242239561947107,2.170030616012428,1.4326774721312225,0.8966605019853566,0.8916010638672136,0.603828349691085,0.6075197004133862,0.0,0.008813250583825245,1.2105409796479006e-06,0.9887783846675418,0.803431721042878,0.5150553740026056,0.21103343742502878,0.21115359116041096,0.0010459065592957897,0.0038270598690017376,3.1947398202784656e-07,2.092296254963549,1.5456580186859337,1.5458454382461397,0.006462362608234196,1.5688893046407342e-05,4.186899735977313,3.3911193805435516
18,18.0,2.7597514868140545,2.2888565528551794,1.5185542322766308,0.9539188983459025,0.9483878573114963,0.6434244146042516,0.6474704247257972,0.0,0.009720581861274157,9.321165440710172e-07,1.018171810056234,0.8290858996673278,0.5334096360808309,0.21935503199654677,0.21955140994318528,0.00107638021696629,0.004120304421113742,2.4787443588109416e-07,2.054134923550221,1.5265542681005346,1.5267521408686444,0.006510631632125584,1.2154914318017632e-05,4.210399800785625,3.4325143468479986
19,19.0,2.899658206299809,2.412291485161106,1.608668270111727,1.0144436539900807,1.0084183168012317,0.6854464999514127,0.6898667353885474,0.0,0.010691308613863415,7.177297328527945e-07,1.0504701186827154,0.857333643350721,0.5536966503031542,0.22860127824171905,0.22888193607961677,0.0011047207185998552,0.004427948223045636,1.9204738124772903e-07,2.0173092387363596,1.5081191487856245,1.5083271088993615,0.006525821736713162,9.402880691375796e-06,4.234845711761882,3.4760479978692693
20,20.0,3.04381587003884,2.5403048614996186,1.7031176440669868,1.0783711998918566,1.0718286326388982,0.7300192377839674,0.7348339006657828,0.0,0.011729847538556834,5.526518906907e-07,1.0856168281000085,0.8881531898086136,0.5759343316601514,0.23879859286114957,0.23917173899041852,0.001131077385119071,0.004751423003788129,1.486224447206043e-07,1.9817724528909832,1.4903292586467363,1.4905469530490034,0.006511652751765505,7.264996093484856e-06,4.259963393931794,3.5213039222872347
21,21.0,3.192066988878234,2.672841184121982,1.8019889014552386,1.1458371543833086,1.1387543067726107,0.7772704289821275,0.7825003142696204,0.0,0.012840921191274987,4.2554195369387015e-07,1.123553458843975,0.9215219835004942,0.6001421975822425,0.24997606394963967,0.2504500688984975,0.0011555890849819415,0.005092230148644154,1.1490923785867421e-07,1.9474794545501952,1.4731620146627094,1.473389102653408,0.0064717928288960305,5.607475445230564e-06,4.285499786003355,3.5678805981926116
22,22.0,3.344224349760885,2.8098185308846513,1.905355266820619,1.216975317311899,1.2093291648215432,0.8273306549385112,0.8329970956638761,0.0,0.014029578900147069,3.276673030766783e-07,1.1642186266974057,0.9574157841327411,0.6263407622972326,0.2621653554917822,0.2627487585786662,0.001178384965854411,0.005451947574013089,8.877618500479866e-08,1.9143867111513346,1.4565956242181233,1.4568317770216583,0.006409784366486933,4.3244428259546225e-06,4.3112254516136375,3.615397302035971
23,23.0,3.500070912024989,2.9511272906539583,2.013274774918744,1.2919165486754225,1.2836842533300372,0.8803328098620253,0.8864576098188629,0.0,0.015301219069850673,2.5230382261748124e-07,1.2075472005010617,0.995807796507756,0.6545509074065987,0.2754006009828048,0.27610211396805856,0.001199585135065808,0.005832236922458297,6.854418768389722e-08,1.8824522137714343,1.4406090574390977,1.4408539577870199,0.006328987047588186,3.332590813055785e-06,4.336936008177293,3.663498366439412
24,24.0,3.659360114433891,3.096629158843138,2.125788372198076,1.3707875301138275,1.361946620400609,0.9364115467255554,0.9430168994363495,0.0,0.016661612963887174,1.9427394296986001e-07,1.2534695358249452,1.0366678300294392,0.6847932296008039,0.2897182838087795,0.290546791248743,0.0012193012924324067,0.006234851108668611,5.2896535389348244e-08,1.8516354237998305,1.425182020497338,1.4254353622255937,0.006232536894103913,2.5666649086366898e-06,4.362452548359382,3.711856154902139
25,25.0,3.8218166206060733,3.246156438773275,2.2429180150986223,1.453709409665102,1.444237979824109,0.9957026300684828,1.0028110228767426,0.0,0.018116930056215487,1.4959093582259566e-07,1.3019107949486326,1.0799614971782738,0.7170873674272522,0.3051571019511295,0.3061216579475369,0.0012376373187833437,0.006661642248050072,4.0804364086419175e-08,1.8218972214772327,1.4102949298485399,1.4105564175088177,0.0061233196288802035,1.975733481958533e-06,4.387621243633813,3.7601729389657166
26,26.0,3.9871375213692897,3.3995116919553805,2.3646647978686373,1.5407963326197323,1.5306732611884333,1.0583421892466247,1.0659762914330995,0.0,0.01967376504835006,1.1518502042675651e-07,1.3527903633792397,1.125649461086843,0.7514513101008417,0.32175781453227814,0.32286763555362713,0.001254689823289715,0.007114570000896635,3.146600039578191e-08,1.7931998562359257,1.3959288873724498,1.3961982358571288,0.006003956299446353,1.5201569295729538e-06,4.412312317600314,3.8081818234338565
27,27.0,4.154994001856541,3.5564677760289687,2.4910071467457766,1.632153864145128,1.6213590512172047,1.1244658663331384,1.1326484002443407,0.0,0.02133916665279844,8.869246563572939e-08,1.406021372532619,1.1736867429277604,0.7879006924895866,0.3395630676993999,0.34082752113950776,0.0012705486524806405,0.007595710366384338,2.4258203531129068e-08,1.7655068987780647,1.3820656563830227,1.382342590563249,0.005876799001498126,1.169154503754331e-06,4.436418563350328,3.855646860321034
28,28.0,4.32503346918983,3.71676830290037,2.6218991210522997,1.7278773125938953,1.716391934764863,1.194207853750645,1.2029614480596187,0.0,0.0231206682485424,6.829319848444715e-08,1.4615103372046172,1.22402210012228,0.8264480815932884,0.3586171973594008,0.36004578549297206,0.0012852973636282012,0.008107264962008375,1.869732814883367e-08,1.7387831948312287,1.3686876384782256,1.3689718928546548,0.005743934590303398,8.988685532128742e-07,4.459853558557833,3.9023624914967403
29,29.0,4.496882123757409,3.880128541624183,2.7572688647894257,1.8280499660361467,1.8158567474555243,1.2676998178934975,1.2770468422933747,0.0,0.02502632051912067,5.258576280037657e-08,1.519156915067955,1.2765974863463025,0.8671022610319896,0.3789660063390816,0.38056834533615247,0.0012990136649954328,0.008651570825531483,1.4408604873784037e-08,1.7129948205225323,1.3557778512000964,1.3560691695658618,0.0056071944306120836,6.908351142953638e-07,4.482549707790617,3.948152455735852
30,30.0,4.670147943867222,4.04623678088409,2.897017254445814,1.9327412585227193,1.9198247558596544,1.345069706514057,1.3550320873802373,0.0,0.027064726188710156,4.049103733693312e-08,1.5788537936678362,1.331347603916782,0.9098675212367442,0.40065651365907,0.402442307331147,0.001311769825266958,0.009231110778028774,1.1101972937330599e-08,1.6881090393146398,1.3433199064767016,1.3436180415921763,0.005468168464498831,5.307820252886594e-07,4.504456216599183,3.9928682871813246
31,31.0,4.8444240405062535,4.214756154780023,3.0410167897194125,2.042004886824853,2.0283517852905506,1.4264404395283936,1.4370394563802502,0.0,0.029245076976376298,3.117809873796183e-08,1.6404867082960302,1.3881995583632256,0.954742964146,0.4237366737880676,0.4257156817601896,0.0013236330543194765,0.00984852438819072,8.553147887416369e-09,1.6640942604490236,1.331297989818626,1.33160270309757,0.005328222135551667,4.0768839753608443e-07,4.525537078203378,4.036387520074044
32,32.0,5.019292326643624,4.3853269233477326,3.1891107734625725,2.155876902810192,2.1414763196798514,1.5119284851687527,1.523184548120719,0.0,0.031577192893313275,2.4007136021426094e-08,1.7039345917575337,1.4470726238183649,1.001721832209662,0.44825506399483833,0.4504370640312225,0.0013346658573383187,0.010506619579673186,6.588839970143617e-09,1.6409199988437042,1.3196968402435827,1.3200079014502748,0.005188514970329505,3.130510628448498e-07,4.545769132275862,4.07861170036404
33,33.0,5.19432743457813,4.557569186252505,3.341112825197336,2.2743738110787275,2.2592176024363955,1.6016423260867378,1.6135747349039398,0.0,0.03407156401235017,1.8485494732463693e-08,1.7690698544813965,1.5078781263083674,1.0507908723394583,0.47426053824842895,0.47665528250633715,0.001344926364145842,0.011208384924949669,5.075243917813664e-09,1.6185568363945708,1.3085017309036662,1.3088189178606349,0.00505001986613901,2.4031397141183305e-07,4.565140237037159,4.119464289722342
34,34.0,5.369100805806899,4.731085994920733,3.4968067688565516,2.397490705838908,2.3815737715540357,1.695680823093847,1.7083075089595798,0.0,0.036739394843177064,1.4233830941605048e-08,1.8357587907570099,1.5705194501139095,1.1019297460671083,0.5018018465408539,0.5044190115892275,0.0013544686354768386,0.01195700267081259,3.9090952153028606e-09,1.596976384631157,1.2976984503906466,1.2980215486966322,0.004913542357186958,1.8442529141488355e-07,4.583647580811242,4.1588885325001215
35,35.0,5.543184871264545,4.905466815568738,3.655946929895752,2.5251994850678594,2.508520066330541,1.7941314876997838,1.8074687393587832,0.0,0.039592651450547474,1.0960049823617674e-08,1.9038621041977812,1.6348921701554404,1.1551104975308946,0.5309272190279993,0.5337763495454411,0.0013633429478146655,0.012755862542371224,3.0107324768216854e-09,1.5761512486794629,1.2872732846955828,1.2876020874533696,0.004779739323797189,1.4149422423996835e-07,4.601296147229691,4.196845342033525
36,36.0,5.716157235925527,5.0802912837509275,3.8182588695792443,2.6574471835592157,2.6400071466845993,1.897068678438703,1.91113085499579,0.0,0.04264411145602572,8.439238363344749e-09,1.9732355429488826,1.7008843108934535,1.2102970909608024,0.5616839150089015,0.5647743611705819,0.0013715960582888446,0.013608576374084108,2.318723378564899e-09,1.556054992486078,1.277212999799846,1.2775473073536212,0.0046491367703086406,1.0852545828233709e-07,4.618097339123366,4.2333112498244665
37,37.0,5.887604780911125,5.255133180762104,3.983440575154236,2.7941544692868288,2.7759595689839025,2.004551740100445,2.019350973419283,0.0,0.04590741706653652,6.498213539276911e-09,2.0437306327667724,1.7683767296076316,1.2674450290341137,0.5941177374931437,0.5974585861685825,0.0013792714510298312,0.014518993618020459,1.7857064054597317e-09,1.5366621052594616,1.2675048248754601,1.267844444557364,0.004522146427747351,8.321393265621765e-08,4.634067759420049,4.268276449792004
38,38.0,6.057127598473027,5.429564554025523,4.151164113974826,2.935214349361573,2.9162744642855443,2.1166231093223233,2.1321689996698936,0.0,0.04939713127488415,5.003624424947634e-09,2.1151954940007207,1.8372436192198205,1.3265010627996978,0.6282725149396569,0.6318725149529012,0.0013864095662789486,0.015491217781140982,1.3751762566870125e-09,1.5179479690857767,1.2581364360734277,1.258481181958976,0.004399081040182629,6.378636274141427e-08,4.649228142664238,4.301742960081065
39,39.0,6.224342680448431,5.603159897925898,4.321077747715285,3.080491132492312,3.0608204657014264,2.23330641443249,2.2496057237329197,0.0,0.053128797378360834,3.852790807034424e-09,2.1874757267836347,1.9073531231552239,1.3874030028064055,0.6641895526820941,0.6680570345317096,0.0013930480134606276,0.016529623844891688,1.0590005820645389e-09,1.4998888276781708,1.2490959408794664,1.2494456335515318,0.00428016827239172,4.8878968335034625e-08,4.663602427694084,4.33372291681655
40,40.0,6.388887288745835,5.775500308731536,4.492808490013042,3.2298196940575425,3.209436931010931,2.3546046018235725,2.3716609495966674,0.0,0.05711900196135211,2.9666489213125984e-09,2.2604153474569837,1.9785680521969253,1.4500796396214244,0.7019070575754625,0.7060498481722435,0.0013992217693395892,0.017638876721777257,8.155028127662894e-10,1.4824617562198312,1.240371863017294,1.240726329338348,0.0041655632348500966,3.744319517119638e-08,4.677216960190843,4.364237007605392
41,41.0,6.550421946731532,5.946177527472537,4.6659650776887105,3.383005087461032,3.36193350445594,2.4804981253007465,2.4983116930377482,0.0,0.06138544148623345,2.284319669349094e-09,2.333857758458022,2.050746690980673,1.514450780108709,0.7414595404892875,0.7458848736420378,0.0014049633623070235,0.018823950804780037,6.27982755510217e-10,1.4656446322625336,1.2319531278802973,1.2323122007726255,0.0040553596637984855,2.8673060358748712e-08,4.690099812947389,4.3933130473743
42,42.0,6.708633002532761,6.114797787920979,4.840141312653735,3.5398225412431086,3.5180900577223735,2.61094323859048,2.629510488929613,0.0,0.06594699263356668,1.7589261453622753e-09,2.4076467336092633,2.1237436797908655,1.580427403695,0.7828772024114738,0.7875916259719236,0.0014103030437667375,0.02009015066646606,4.835754432395505e-10,1.4494161076437413,1.2238290484730958,1.2241925667067033,0.003949599822554356,2.1949187759569765e-08,4.702280211525723,4.42098469511997
43,43.0,6.863234728662929,6.280985393008206,5.014919719324583,3.7000178753779913,3.677657044356426,2.7458704342918496,2.7651838518631564,0.0,0.07082378652733658,1.354373131907295e-09,2.481627400969408,2.197410955731979,1.6479119404393177,0.8261853110848296,0.8311945918470165,0.0014152689475242714,0.021443132965312563,3.723711858362815e-10,1.4337555813866065,1.2159893118451461,1.2163571198330885,0.0038482832082565904,1.6795716318018304e-08,4.71378805328022,4.447290307167966
44,44.0,7.013970936375838,6.4443859518114035,5.189875451408699,3.863308362319949,3.8403562942832465,2.8851830747648775,2.9052309359395507,0.0,0.07603728697336577,1.042867311555777e-09,2.5556472061080355,2.2715987362210663,1.716798670115676,0.8714035762391813,0.8767126038706694,0.001419887238018778,0.02288892961713472,2.867372126546462e-10,1.4186431735484715,1.208423965999175,1.2087959136000501,0.003751374158329537,1.2847131636339429e-08,4.724653508350059,4.47227192041718
45,45.0,7.160616097139449,6.604669220209773,5.3645803728696535,4.029384048778062,4.005882265786989,3.0287562615400763,3.049522440505544,0.0,0.0816103728287116,8.030078298903351e-10,2.629556839809446,2.346156527113788,1.7869742388064753,0.9185455325643929,0.9241582240198205,0.001424182248178669,0.02443397228940618,2.2079483546694387e-10,1.4040596999846713,1.2011234072578125,1.201499349585168,0.003658808455163658,9.822743318442014e-09,4.7349066920458345,4.495974357631817
46,46.0,7.3029759769965,6.761531500908653,5.538607231201969,4.197909543117012,4.173903761473853,3.1764359895711793,3.1978998081231107,0.0,0.08756742460633085,6.183160290110442e-10,2.703211115733156,2.420934137652987,1.85831828678362,0.9676179405467669,0.9735371465709195,0.0014281766076273677,0.026085118275669412,1.7001654779472683e-10,1.3899866479956042,1.1940783680723979,1.1944581653108068,0.003570499027474156,7.507050908831434e-09,4.744577398979047,4.51844444599136
47,47.0,7.440887801833716,6.914697572150699,5.711533837225737,4.368526261022168,4.344066102679905,3.3280386308362857,3.3501747590003785,0.0,0.09393441540209083,4.761033423358278e-10,2.7764697853862117,2.495782684806062,1.9307041788285686,1.0186202161131632,1.0248476315730413,0.0014318913619146573,0.02784967780601793,1.3091559222746928e-10,1.3764061528261544,1.1872799052584728,1.1876634224860483,0.003486340843809171,5.7346435064914846e-09,4.7536948902421905,4.539730339698098
48,48.0,7.574219982297309,7.063922128444,5.882947164685406,4.540855109053353,4.515993743909533,3.4833507882624803,3.506129202307709,0.0,0.10073900620974077,3.6659957359700064e-10,2.8491982798141744,2.570555570404456,2.0039998257129974,1.0715439006422451,1.078079980527222,0.0014353460834018368,0.029735442847688146,1.0080680178315568e-10,1.3633009749876353,1.180719388643035,1.1811064956601562,0.0034062150887347923,4.378588827679803e-09,4.762287725895129,4.559880937366872
49,49.0,7.702871435968074,7.208990730420934,6.052447285086313,4.714499572449491,4.689293295691192,3.642129555608257,3.6655155591745308,0.0,0.10801064566309987,2.822816716687497e-10,2.9212683696087645,2.6451094157654094,2.0780685834236667,1.1263721832601872,1.1332160662483415,0.0014385589743849138,0.031750717446994654,7.762236870682556e-11,1.3506544783734642,1.1743884901091373,1.1747790612731706,0.00332999270608227,3.3415072820093833e-09,4.770383635919597,4.578945385095388
50,50.0,7.826770551264046,7.349720273934235,6.219651058341402,4.889049160602886,4.863556911271677,3.8041032117680134,3.828057524703101,0.0,0.11578067421276306,2.1735688718437944e-10,2.9925587370774704,2.719304940097107,2.15277021495133,1.1830794873926744,1.1902289288924086,0.0014415469629991753,0.03390434966003248,5.976993664451908e-11,1.3384506091407893,1.1682791730239261,1.1686730870897293,0.003257537386865226,2.5487115759553974e-09,4.778009423649235,4.596972656464109
51,51.0,7.945873842309167,7.4859590002169725,6.384195507682897,5.06408315159386,5.038365980429646,3.9689723690373135,3.993451287133472,0.0,0.12408243270629044,1.6736480313164147e-10,3.062955456646183,2.793007770887023,2.227961898140305,1.2416311332569563,1.249082449789981,0.0014443257924104387,0.036205765114589075,4.6023300242629094e-11,1.3266738753312581,1.1623836820366975,1.1627808220027085,0.003188708072468192,1.942934933721759e-09,4.785190896457074,4.614011201185127
52,52.0,8.060164346737135,7.617586079004554,6.545740817528758,5.239174566653948,5.213295062963667,4.136411584372679,4.161367211542065,0.0,0.1329513752952687,1.2887089841116783e-10,3.1323523817008074,2.866089176566783,2.3034992622582227,1.3019830873184672,1.3097311140086976,0.0014469101037629134,0.03866500223937271,3.543822407341472e-11,1.3153093272050604,1.156694533234022,1.1570947861937335,0.0031233610367586667,1.480280886837075e-09,4.791952819181923,4.630108654663897
53,53.0,8.169649819225425,7.7445108046804645,6.703972905074225,5.413894296952924,5.387915985649675,4.306071430877465,4.3314519834531335,0.0,0.14242518653886932,9.923059177648297e-11,3.2006514380596034,2.9384267139509417,2.3792374356174717,1.3640818086908812,1.3721198714615284,0.0014493135133207152,0.04129274918876685,2.7287610755075424e-11,1.3043425382632796,1.15120450463944,1.1516077616380727,0.0030613516040770864,1.1271122056130676e-09,4.79831888639964,4.645311601321528
54,54.0,8.27436077268139,7.86667145162431,6.858605529715923,5.587815299141887,5.561802020139419,4.477581014030179,4.5033311948883386,0.0,0.15254390251054786,7.640755566782295e-11,3.2677628260587572,3.0099047851802627,2.4550320867604762,1.4278642010272902,1.4361841048857553,0.0014515486842094708,0.044100382481633324,2.1011572559088662e-11,1.2937595869344611,1.1459066270456681,1.1463127829418598,0.003002535553737087,8.576617054361037e-10,4.804311710197775,4.659665385121862
55,55.0,8.374348416685246,7.984033838986305,7.009381918380578,5.760516772972865,5.734532055743792,4.650550904017892,4.676612342162748,0.0,0.16335003564121628,5.88338178641828e-11,3.3336051347963234,3.080415101087474,2.5307404423870774,1.4932576766522454,1.5018497111624787,0.0014536273931360132,0.04710000736095738,1.6178981605434996e-11,1.2835470389021513,1.1407941751676784,1.1412031285000144,0.002946770255795058,6.521978208996319e-10,4.8099528205973066,4.6732139613376225
56,56.0,8.46968253931652,8.096589657163697,7.156075898793463,5.931588234251369,5.905694680530588,4.824576442489137,4.850888191710264,0.0,0.17488870294737563,4.5302039755396524e-11,3.398105373393766,3.1498570499796195,2.606222266310491,1.5601803375572003,1.569033300268091,0.0014555605924376977,0.0503044998670767,1.2457860399193874e-11,1.2736919300509721,1.1358606591054183,1.1362723119636335,0.0028939155774591364,4.956164446159701e-10,4.815262676188555,4.685999784159588
57,57.0,8.56044937414263,8.204354608472626,7.298492546094246,6.100633399396314,6.074892086723399,4.999241369683454,5.02574045797887,0.0,0.18720775719504373,3.4882570611640956e-11,3.461198925191224,3.2181379727421007,2.681340785218111,1.6285412754814557,1.637642513706528,0.0014573584677882642,0.05372755060055868,9.592580582074188e-12,1.2641817500095844,1.1310998161053374,1.131514074006026,0.0028438345946125722,3.763602311454737e-10,4.820260682916036,4.698063725293169
58,58.0,8.646749489213379,8.307366413117647,7.436468360473379,6.267273803849562,6.241743721909896,5.174121706820839,5.200743726568838,0.0,0.20035792043850092,2.6859579370955014e-11,3.522829431594006,3.285173346873825,2.755963548811643,1.6982409906999674,1.7075764616397437,0.0014590304918642913,0.05738371013115476,7.386304735254489e-12,1.2550044262696454,1.1265056026102593,1.126922374376935,0.0027963941385159737,2.8558941734284916e-10,4.82496521926504,4.709445019192145
