step,timestamp,gene_CD3E,gene_CD4,gene_CD8A,gene_ZAP70,gene_LCK,gene_NFATC1,gene_IL2,gene_IFNG,gene_PD1,gene_CTLA4,protein_CD3,protein_CD4,protein_CD8,protein_ZAP70,protein_LCK,protein_NFAT,protein_IL2,protein_IFNG,protein_PD1,protein_CTLA4,metabolite_atp,metabolite_calcium,metabolite_camp,pathway_tcr_signaling,pathway_activation,pathway_effector_function,pathway_checkpoint_inhibition
21,10.5,3.321545284834139,2.3781709510032956,1.2833749286139366,2.3781709510032956,2.7719428945753237,1.9602701434267635,0.7951117921817283,0.7951117921817283,1.2833749286139366,0.7951117921817283,1.3462735289488434,0.9228838263593094,0.4755162176136867,0.9228838263593094,1.09491366246313,0.7470266477828515,0.28895463396895077,0.28895463396895077,0.4755162176136867,0.28895463396895077,2.1752409764272453,0.4711415606077393,0.44176053619705824,3.778108374059293,3.6584156943003943,3.7145030388301947,2.9959913614267757
22,11.0,3.4324592336798263,2.468801013192481,1.3393084190076594,2.468801013192481,2.8721217022501566,2.0390703554220497,0.8317063679804826,0.8317063679804826,1.3393084190076594,0.8317063679804826,1.3647713333433968,0.938459660371156,0.48522311720819383,0.938459660371156,1.1119710218962273,0.7606520742792602,0.2952995614700153,0.2952995614700153,0.48522311720819383,0.2952995614700153,2.145859952016564,0.48436302159254585,0.45571652279213176,3.788998511095256,3.669997095385336,3.735136466783238,3.0116545786385385
23,11.5,3.5451733134094483,2.561766171638404,1.3973051047519185,2.561766171638404,2.974482371999983,2.120234833621347,0.8698330089668103,0.8698330089668103,1.3973051047519185,0.8698330089668103,1.3851620995114633,0.9555808316435583,0.4958945889665821,0.9555808316435583,1.1307345301014156,0.7756253414058308,0.3022804086206848,0.3022804086206848,0.4958945889665821,0.3022804086206848,2.11721345321615,0.4972539460527322,0.46932360972232845,3.800556312983563,3.6823021170205688,3.7570858801839977,3.0283307972183255
24,12.0,3.6595907099693683,2.6570412506295695,1.4574080522106856,2.6570412506295695,3.0789687636932888,2.2037695965539075,0.9095416120977095,0.9095416120977095,1.4574080522106856,0.9095416120977095,1.4073937622851243,0.9742278213271196,0.5075350608235202,0.9742278213271196,1.151172022688677,0.791938314249387,0.3099049284920933,0.3099049284920933,0.5075350608235202,0.3099049284920933,2.0892831168857464,0.5098225974014139,0.48259051947927023,3.812732649074311,3.6952755096168155,3.780204956697308,3.0459283274343534
25,12.5,3.7756072246453662,2.7545939721233124,1.5196582636679772,2.7545939721233124,3.1855169586389582,2.2896750742081258,0.9508823629819084,0.9508823629819084,1.5196582636679772,0.9508823629819084,1.4314142547870021,0.9943812795638465,0.5201497643740436,0.9943812795638465,1.1732513455202171,0.8095832753921208,0.31818174114203635,0.31818174114203635,0.5201497643740436,0.31818174114203635,2.062051038963603,0.5220770324663786,0.49552575649228847,3.8254782907229186,3.7088621723149466,3.8043476058172185,3.0643560313032308
26,13.0,3.893111536303663,2.8543847309731873,1.5840943706597042,2.8543847309731873,3.2940552151020244,2.377945768191282,0.9939055947898535,0.9939055947898535,1.5840943706597042,0.9939055947898535,1.4571713304552436,1.0160218338599838,0.533744635421834,1.0160218338599838,1.196940158621757,0.8285527558272968,0.32712029395468084,0.32712029395468084,0.533744635421834,0.32712029395468084,2.0354997629895126,0.5340251066547191,0.5081376125799812,3.8387445126465987,3.723007835468281,3.8293696013117744,3.0835244421449017
27,13.5,4.011985525948343,2.9563664065597823,1.6507523143169105,2.9563664065597823,3.4045039770564216,2.468569926218552,1.0386616328725733,1.0386616328725733,1.6507523143169105,1.0386616328725733,1.48461240208119,1.0391299023309792,0.5483262115086651,1.0391299023309792,1.2222057501170795,0.8488393661913958,0.33673082007876115,0.33673082007876115,0.5483262115086651,0.33673082007876115,2.0096122689147746,0.5456744789883512,0.5204341722654817,3.852483602085753,3.737659635626975,3.8551300320187414,3.103346739167505
28,14.0,4.132104662943665,3.0604842152385956,1.719665014016643,3.0604842152385956,3.5167759392602775,2.5615292351263266,1.0852006245781944,1.0852006245781944,1.719665014016643,1.0852006245781944,1.513684398550722,1.0636855125953952,0.563901526283648,1.0636855125953952,1.2490148610927325,0.8704356287599841,0.347024294689278,0.347024294689278,0.563901526283648,0.347024294689278,1.9843719621919051,0.5570326170136424,0.5324233179588447,3.8666492752381116,3.752766582291895,3.8814925588159706,3.1237395705265114
29,14.5,4.253338451363245,3.1666756078419023,1.7908620259153107,3.1666756078419023,3.6307761711884914,2.6567985367706086,1.1335723538291798,1.1335723538291798,1.7908620259153107,1.1335723538291798,1.5443336399072671,1.089668127161673,0.5804780006173483,1.089668127161673,1.2773335223178082,0.8933338107412502,0.3580123888005436,0.3580123888005436,0.5804780006173483,0.3580123888005436,1.9597626631371075,0.5681068015883013,0.5441127350098736,3.8811970038617476,3.7682799196819876,3.9083264727632914,3.1446237239085932
30,15.0,4.375550934022182,3.274870216207493,1.8643691932317488,3.274870216207493,3.7464023017215653,2.754345571284207,1.1838260401138097,1.1838260401138097,1.8643691932317488,1.1838260401138097,1.5765057312624584,1.1170564762087767,0.5980633304172747,1.1170564762087767,1.3071269037449569,0.9175257594862929,0.3697074203633616,0.3697074203633616,0.5980633304172747,0.3697074203633616,1.9357685965586797,0.5789041315485938,0.5555099166346267,3.896084257621046,3.784153389886114,3.9355075557179737,3.165924648448491
31,15.5,4.498601250842179,3.384989852352853,1.9402082904499782,3.384989852352853,3.8635447657759205,2.8541307522181527,1.2360101216532424,1.2360101216532424,1.9402082904499782,1.2360101216532424,1.61014547597039,1.1458283987071591,0.6166653711576604,1.1458283987071591,1.338359177702107,0.943002740317432,0.3821223023865246,0.3821223023865246,0.6166653711576604,0.3821223023865246,1.9123743816447127,0.5894315282598789,0.566622168718761,3.9112706696867017,3.800343406052089,3.9629187500246714,3.1875728356197546
32,16.0,4.622344247313894,3.496948563467837,2.018396663920823,3.496948563467837,3.982087113278944,2.956106978075274,1.2901720226317583,1.2901720226317583,2.018396663920823,1.2901720226317583,1.6451968083547177,1.1759606928584971,0.636292019197798,1.1759606928584971,1.3709933966489753,0.9697552777534423,0.39527048783299235,0.39527048783299235,0.636292019197798,0.39527048783299235,1.889565022103595,0.5996957400533819,0.577456614500792,3.9267181343511934,3.8168091457590863,3.9904506481141224,3.2095040696388315
33,16.5,4.746631127976209,3.61065274536353,2.0989468716522306,3.61065274536353,4.10190638005418,3.060219484649911,1.3463579045234377,1.3463579045234377,2.0989468716522306,1.3463579045234377,1.6816027461363872,1.2074289768496604,0.6569510900292138,1.2074289768496604,1.4049913863178811,0.9977730009820179,0.4091659110544287,0.4091659110544287,0.6569510900292138,0.4091659110544287,1.8673258965510051,0.6097033465520474,0.5880201991382722,3.9423908460680535,3.8335125755163144,4.018001816019944,3.2316595599319204
34,17.0,4.8713101490496555,3.7260013163937007,2.181866325384749,3.7260013163937007,4.222873519303243,3.1664057424112517,1.4046124017142458,1.4046124017142458,2.181866325384749,1.4046124017142458,1.7193053625558092,1.24020756091702,0.6786501936623719,1.24020756091702,1.440313654984568,1.0270444944931982,0.4238229255445634,0.4238229255445634,0.6786501936623719,0.4238229255445634,1.84564274913723,0.6194607628882463,0.5983196941598153,3.9582552894667264,3.8504184175427665,4.045478966999768,3.2539859694196647
35,17.5,4.996227343660967,3.8428859531645476,2.2671569383447463,3.8428859531645476,4.344853891468242,3.2745954029039397,1.4649783418047109,1.4649783418047109,2.2671569383447463,1.4649783418047109,1.758245778019543,1.2742693317002827,0.7013966074378719,1.2742693317002827,1.4769193195220458,1.0575571548411369,0.439256237812453,0.439256237812453,0.7013966074378719,0.439256237812453,1.8245016804087992,0.6289742438160401,0.6083617018058199,3.9742801896391082,3.8674940697283766,4.072797002723046,3.2764353528853754
36,18.0,5.121227272496288,3.961191388577628,2.35481478234656,3.961191388577628,4.46770780935062,3.3847102977855386,1.527496451185162,1.527496451185162,2.35481478234656,1.527496451185162,1.7983641709309732,1.3095856498297092,0.7251971466246423,1.3095856498297092,1.514766048779709,1.0892970545437186,0.4554808372014594,0.4554808372014594,0.7251971466246423,0.4554808372014594,1.8038891383985793,0.6382498877206391,0.6181526592606744,3.9904364314407763,3.8847094890719953,4.099878939984635,3.2989650196292826
37,18.5,5.246153792238304,4.080795771921802,2.444829758168099,4.080795771921802,4.591291134469489,3.496664493675138,1.592205046702504,1.592205046702504,2.444829758168099,1.592205046702504,1.839599807190382,1.3461262616362688,0.7500580332476127,1.3461262616362688,1.5538100247024609,1.122248814158411,0.472511921508949,0.472511921508949,0.7500580332476127,0.472511921508949,1.7837919099386148,0.6472936405276231,0.6276988427791576,4.006696955791411,3.902037048042115,4.126655740753541,3.321537334097626
38,19.0,5.370850833791137,4.201571089857218,2.537185283344382,4.201571089857218,4.715455919785673,3.610364405452253,1.6591397144839046,1.6591397144839046,2.537185283344382,1.6591397144839046,1.8818910876756414,1.3838592258008857,0.7759847636688416,1.3838592258008857,1.5940059214619797,1.156395483586797,0.49036481829559914,0.49036481829559914,0.7759847636688416,0.49036481829559914,1.7641971121901494,0.6561112995144325,0.6370063717096787,4.023036640075047,3.9194513723046405,4.153066062704219,3.3441194673282935
39,19.5,5.49516318208652,4.3233836462344595,2.631858001701505,4.3233836462344595,4.840051093117748,3.7257089700240824,1.7283329772472111,1.7283329772472111,2.631858001701505,1.7283329772472111,1.9251756128440223,1.422750855666703,0.8029819755279372,1.422750855666703,1.6353069027168243,1.191718433658059,0.5090549018119994,0.5090549018119994,0.8029819755279372,0.5090549018119994,1.7450921843853957,0.6647085170265716,0.6460812124169367,4.039432168797409,3.936929167184447,4.17905594633185,3.3666831109804574
40,20.0,5.61893724920205,4.446094597783545,2.728817519080979,4.446094597783545,4.964923174853684,3.842589881878697,1.7998139517083707,1.7998139517083707,2.728817519080979,1.7998139517083707,1.9693902634318725,1.4627656778279565,0.8310533147285648,1.4627656778279565,1.6776646369523252,1.2281972590221235,0.5285975055141087,0.5285975055141087,0.8310533147285648,0.5285975055141087,1.726464879775761,0.6730908041009074,0.6549291821065133,4.055861899706589,3.9544490391346994,4.204578453439667,3.3892041645056277
41,20.5,5.742021832609801,4.569560541810522,2.8280261697728113,4.569560541810522,5.0899170229353725,3.960891890971049,1.8736079979899687,1.8736079979899687,2.8280261697728113,1.8736079979899687,2.014471296075524,1.5038664074818218,0.8602013032364568,1.5038664074818218,1.7210293306780933,1.2658096933452936,0.5490078301881525,0.5490078301881525,0.8602013032364568,0.5490078301881525,1.7083032577813668,0.6812635339983847,0.6635559525538505,4.072305729663723,3.971991317425277,4.229593270307623,3.4116624047477995
42,21.0,5.864268850609453,4.69363415117469,2.9294388181768527,4.69363415117469,5.214876597580305,4.080493162659801,1.9497363632388072,1.9497363632388072,2.9294388181768527,1.9497363632388072,2.060354452536984,1.5460139408870979,0.8904272085290553,1.5460139408870979,1.7653497790836963,1.304531537744524,0.570300847759715,0.570300847759715,0.8904272085290553,0.570300847759715,1.6905956763368326,0.689231945648425,0.6719670537400042,4.0887449636893365,3.989537880261408,4.254066287293081,3.4340411459909133
43,21.5,5.985534047378784,4.818164851008058,3.0330027001384883,4.818164851008058,5.3396457378193665,4.201265698540224,2.028215821970069,2.028215821970069,3.0330027001384883,2.028215821970069,2.1069750810946046,1.5891673651179445,0.9217309156060648,1.5891673651179445,1.8105734335749957,1.3443366033208033,0.592491200920981,0.592491200920981,0.9217309156060648,0.592491200920981,1.6733307844284118,0.6970011470072144,0.6801678773965041,4.105162189826538,4.007071988626792,4.277969165044952,3.456326897247992
44,22.0,6.10567766058607,4.942999530901013,3.138657308250176,4.942999530901013,5.464068941683272,4.323075816118582,2.109058315966124,2.109058315966124,3.138657308250176,2.109058315966124,2.1542682685545262,1.6332839851345726,0.954110802532016,1.6332839851345726,1.8566464854383278,1.3851966685577277,0.615593098774085,0.615593098774085,0.954110802532016,0.615593098774085,1.6564975148177015,0.704576118332034,0.6881636804615915,4.12154116176387,4.0245781303238175,4.301278895986319,3.4785090224401753
45,22.5,6.224565045140475,5.067983285633626,3.2463343251695234,5.067983285633626,5.587992141770097,4.445784684364964,2.192270596863701,2.192270596863701,3.2463343251695234,2.192270596863701,2.202168981255312,1.6783193680186845,0.9875636205346533,1.6783193680186845,1.9035139647106638,1.4270814522389654,0.6396202087569732,0.6396202087569732,0.9875636205346533,0.6396202087569732,1.640085076947259,0.7119617153737332,0.6959595884500517,4.137866690552305,4.0420418759619245,4.323977368276194,3.500579408066155
46,23.0,6.342067247391575,5.192960176997998,3.3559576086741303,5.192960176997998,5.71126346797618,4.569248911284542,2.27785387485752,2.27785387485752,3.3559576086741303,2.27785387485752,2.2506122133773356,1.7242274040427001,1.0220843797247738,1.7242274040427001,1.951119853174535,1.4699586024091307,0.6645855451905626,0.6645855451905626,1.0220843797247738,0.6645855451905626,1.6240829500235776,0.7191626724893899,0.7035605987388004,4.15412454623168,4.059449748023188,4.346050938125725,3.5225321420247138
47,23.5,6.458061524908969,5.317774008848462,3.467443231751748,5.317774008848462,5.833733989371793,4.693321178782394,2.3658034772243792,2.3658034772243792,3.467443231751748,2.3658034772243792,2.299533140831193,1.7709603840617767,1.0576662415323288,1.7709603840617767,1.999407210250103,1.513793701758234,0.6905013548616439,0.6905013548616439,1.0576662415323288,0.6905013548616439,1.608480876272988,0.7261836056771551,0.7109715837703304,4.17030136974811,4.076789103607855,4.367490015134115,3.5443632064292157
48,24.0,6.572431807856869,5.4422691072449645,3.5806995805122304,5.4422691072449645,5.955258427546624,4.817850919285477,2.4561085206213633,2.4561085206213633,3.5806995805122304,2.4561085206213633,2.3488672789860554,1.818469092539812,1.0943004189685182,1.818469092539812,2.0483183104262634,1.5585502896524592,0.7173790001340957,0.7173790001340957,1.0943004189685182,0.7173790001340957,1.5932688543661633,0.7330290155352263,0.7181972941760721,4.18638459518926,4.094048031025367,4.388288664232905,3.566070186541501
49,24.5,6.685069098905069,5.566291097428849,3.6956275121084396,5.566291097428849,6.075695834229629,4.9426850278474515,2.548751601327087,2.548751601327087,3.6956275121084396,2.548751601327087,2.398550642509379,1.8667029153485426,1.1319760858228032,1.8667029153485426,2.097794790760691,1.6041899008660225,0.7452288401605681,0.7452288401605681,1.1319760858228032,0.7452288401605681,1.5784371330070093,0.7397032901468455,0.7252423618216703,4.202362382081954,4.111215260040514,4.408444226885331,3.5876519973481606
50,25.0,6.7958718095646455,5.689687669393713,3.8121205741725976,5.689687669393713,6.194910226590734,5.067668602817287,2.6437085077671045,2.6437085077671045,3.8121205741725976,2.6437085077671045,2.4485199056230265,1.9156099613159583,1.1706802958859779,1.9156099613159583,2.147777806887425,1.6506721208931536,0.7740601108467173,0.7740601108467173,1.1706802958859779,0.7740601108467173,1.563976204681834,0.7462107078931745,0.7321113027761286,4.218223557278298,4.128280085301438,4.427956963376762,3.6091086287963545
51,25.5,6.9047460317827,5.812309323987145,3.9300652865210775,5.812309323987145,6.312771174342679,5.192645707618251,2.740947959785259,2.740947959785259,3.9300652865210775,2.740947959785259,2.4987125611364425,1.965137196349839,1.210397913254706,1.965137196349839,2.1982081959016204,1.6979546575389521,0.803880804299013,0.803880804299013,1.210397913254706,0.803880804299013,1.5498767995647882,0.7525554401958451,0.7388085202067254,4.233957565794658,4.1452323022575985,4.446829717345569,3.6304409102893818
52,26.0,7.011605744554741,5.934010091797962,4.049341485065542,5.934010091797962,6.429154333561754,5.317460145774932,2.840431379183267,2.840431379183267,4.049341485065542,2.840431379183267,2.549067076693489,2.015230588827296,1.2511115547186094,2.015230588827296,2.2490266444455833,1.7459934283063778,0.834697548563644,0.834697548563644,1.2511115547186094,0.834697548563644,1.5361298795756684,0.7587415541909489,0.7453383072015572,4.249554429854522,4.162062154713349,4.4650676031317795,3.651650294703437
53,26.5,7.116372956197113,6.05464821754006,4.169822727005455,6.05464821754006,6.543941923016062,5.441956241054155,2.9421126960431856,2.9421126960431856,4.169822727005455,2.9421126960431856,2.5995230467637422,2.065835264824433,1.2928015451578152,2.065835264824433,2.3001738602987056,1.7947426629174128,0.8665154885365414,0.8665154885365414,1.2928015451578152,0.8665154885365414,1.5227266325862767,0.7647730153361751,0.7517048495215183,4.265004715314465,4.178760293048661,4.482677716052869,3.672738661915651
54,27.0,7.2189777837485005,6.174086803226258,4.291376755482472,6.174086803226258,6.657023139707829,5.565979614459121,3.0459381952642524,3.0459381952642524,4.291376755482472,3.0459381952642524,2.6500213390192675,2.1168956716638676,1.3354458867869863,2.1168956716638676,2.351590745776466,1.8441550201330201,0.8993381689913206,0.8993381689913206,1.3354458867869863,0.8993381689913206,1.5096584667716197,0.7706536899527707,0.7579122282834804,4.280299504615195,4.195317742065689,4.499668865340475,3.6937081416193056
55,27.5,7.319358471724653,6.292194404118708,4.413866020969119,6.292194404118708,6.768294511280193,5.689377949839205,3.1518464075806167,3.1518464075806167,4.413866020969119,3.1518464075806167,2.7005042338614205,2.1683557481836417,1.379020242971865,2.1683557481836417,2.403218571269648,1.8941817178723492,0.93316742073127,0.93316742073127,1.379020242971865,0.93316742073127,1.4969170051023293,0.7763873477039515,0.7639644225763934,4.295430375390984,4.211725877381745,4.516051329177508,3.714560955035174
56,28.0,7.417461353122849,6.408845572228529,4.537148255762246,6.408845572228529,6.877660183887075,5.812001740050582,3.2597680490747534,3.2597680490747534,4.537148255762246,3.2597680490747534,2.7509155559964205,2.220159100080173,1.423497937217328,2.220159100080173,2.4549991473033423,1.9447726754799963,0.9680032509215754,0.9680032509215754,1.423497937217328,0.9680032509215754,1.484494079974771,0.7819776640113527,0.7698653120119836,4.310389383885221,4.227976409280248,4.5318366310509335,3.7352992749995635
