step,timestamp,gene_MCM2,gene_MCM5,gene_PCNA,gene_DNA_POL_ALPHA,gene_CDC45,gene_CCND1,gene_CDK2,gene_RB1,gene_TP53,gene_ATM,gene_ATR,gene_CHEK1,gene_STAT1,gene_IRF7,gene_IFNB1,gene_BAX,gene_BCL2,gene_HSPA1A,gene_FKBP1A,gene_MTOR,gene_viral_LT,gene_viral_ST,gene_viral_VP1,gene_viral_VP2,gene_viral_VP3,protein_MCM2,protein_PCNA,protein_RB1,protein_p53,protein_STAT1,protein_mTOR,protein_LT,protein_ST,protein_VP1,metabolite_atp,metabolite_dATP,metabolite_dCTP,metabolite_dGTP,metabolite_dTTP,metabolite_amino_acids,pathway_dna_replication,pathway_cell_cycle,pathway_dna_damage_response,pathway_innate_immune,pathway_apoptosis,pathway_mTOR_signaling,pathway_viral_replication,pathway_cellular_stress,pathway_interferon_response,pathway_nucleotide_synthesis
15,15.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.3238960035542753,1.2378901680901462,1.2378901680901462,1.1518843326260177,1.2296319343380948,1.081918113809014,0.9342042932799328,0.6366843362343867,0.7226901716985152,0.7,1.0,1.0,0.6467870549520198,0.3010068166096893,0.10100681660968934,0.008239557771881238,0.008239557771881238,1.0,1.2,1.2,1.3238960035542753,1.2296319343380948,1.0,0.6467870549520198,0.3010068166096893,0.10100681660968934,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.020136332193786802,0.3,0.4,0.7
16,16.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.3641588293053823,1.2790130521958945,1.2790130521958945,1.1938672750864074,1.2906421529099725,1.1458826087914733,1.0011230646729739,0.648846799286907,0.7339925763963943,0.7,1.0,1.0,0.6493506101544196,0.3010514975087034,0.1010514975087034,0.009291055280584635,0.009291055280584635,1.0,1.2,1.2,1.3641588293053823,1.2906421529099725,1.0,0.6493506101544196,0.3010514975087034,0.1010514975087034,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.02102995017406796,0.3,0.4,0.7
17,17.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.4042635582990657,1.3199692389606728,1.3199692389606728,1.2356749196222807,1.3508234175105527,1.2089590642744235,1.067094711038294,0.6611347070674157,0.7454290264058081,0.7,1.0,1.0,0.6519494873992694,0.30109868694357644,0.10109868694357649,0.010389742224161115,0.010389742224161115,1.0,1.2,1.2,1.4042635582990657,1.3508234175105527,1.0,0.6519494873992694,0.30109868694357644,0.10109868694357649,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.021973738871529598,0.3,0.4,0.7
18,18.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.4442188026855163,1.3607674265405072,1.3607674265405072,1.277316050395499,1.4102035571114475,1.271176490940041,1.132149424768634,0.6735220981927815,0.75697347433779,0.7,1.0,1.0,0.654584226103623,0.3011484722092195,0.10114847220921948,0.011538214433380585,0.011538214433380585,1.0,1.2,1.2,1.4442188026855163,1.4102035571114475,1.0,0.654584226103623,0.3011484722092195,0.10114847220921948,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.022969444184389384,0.3,0.4,0.7
19,19.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.4840333934657668,1.4014165310822078,1.4014165310822078,1.3187996686986496,1.4688103320605874,1.3325638072126091,1.1963172823646302,0.6859857415872898,0.7686026039708481,0.7,1.0,1.0,0.6572553750458939,0.3012009430573641,0.10120094305736411,0.012739157490744696,0.012739157490744696,1.0,1.2,1.2,1.4840333934657668,1.4688103320605874,1.0,0.6572553750458939,0.3012009430573641,0.10120094305736411,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.02401886114728222,0.3,0.4,0.7
20,20.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.52371638830604,1.4419256945463168,1.4419256945463168,1.3601350007865942,1.5266714514592654,1.3931498571082466,1.2596282627572273,0.6985048621102092,0.780295555869932,0.7,1.0,1.0,0.6599634927347201,0.30125619194560277,0.10125619194560279,0.013995349436347476,0.013995349436347476,1.0,1.2,1.2,1.52371638830604,1.5266714514592654,1.0,0.6599634927347201,0.30125619194560277,0.10125619194560279,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.025123838912055625,0.3,0.4,0.7
21,21.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.5632770796118558,1.4823042927897296,1.4823042927897296,1.4013315059676044,1.5838145907322818,1.4529634282682833,1.3221122658042845,0.7110608936340203,0.7920336804561459,0.7,1.0,1.0,0.6627091477778626,0.3013143142817409,0.10131431428174091,0.01530966371808838,0.01530966371808838,1.0,1.2,1.2,1.5632770796118558,1.5838145907322818,1.0,0.6627091477778626,0.3013143142817409,0.10131431428174091,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.02628628563481807,0.3,0.4,0.7
22,22.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.602725002882994,1.5225619439290892,1.5225619439290892,1.442398884975185,1.640267409425247,1.5120332702105284,1.3837991309958095,0.7236372568281019,0.8038003157820063,0.7,1.0,1.0,0.6654929192519343,0.30137540866425583,0.10137540866425584,0.01668507238234422,0.01668507238234422,1.0,1.2,1.2,1.602725002882994,1.640267409425247,1.0,0.6654929192519343,0.30137540866425583,0.10137540866425584,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.0275081732851168,0.3,0.4,0.7
23,23.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.6420699453700218,1.562708517005656,1.562708517005656,1.483347088641291,1.6960575692621143,1.57038811283169,1.4447186564012657,0.7362191591772005,0.8155805875415659,0.7,1.0,1.0,0.6683153970737756,0.30143957711967245,0.10143957711967248,0.01812464950201669,0.01812464950201669,1.0,1.2,1.2,1.6420699453700218,1.6960575692621143,1.0,0.6683153970737756,0.30143957711967245,0.10143957711967248,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.028791542393449426,0.3,0.4,0.7
24,24.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.6813219550527745,1.6027541409720523,1.6027541409720523,1.524186326891331,1.7512127524951966,1.6280566851933809,1.504900617891565,0.7487934150110702,0.827361229091792,0.7,1.0,1.0,0.6711771823743227,0.30150692533767515,0.10150692533767515,0.01963157483969183,0.01963157483969183,1.0,1.2,1.2,1.6813219550527745,1.7512127524951966,1.0,0.6711771823743227,0.30150692533767515,0.10150692533767515,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.030138506753502745,0.3,0.4,0.7
25,25.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.7204913499609629,1.6427092140210477,1.6427092140210477,1.5649270780811337,1.8057606805792383,1.6850677346234588,1.5643747886676793,0.761348283544037,0.8391304194839516,0.7,1.0,1.0,0.6740788878758184,0.3015775629047796,0.10157756290477962,0.021209137744471442,0.021209137744471442,1.0,1.2,1.2,1.7204913499609629,1.8057606805792383,1.0,0.6740788878758184,0.3015775629047796,0.10157756290477962,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.031551258095592276,0.3,0.4,0.7
26,26.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.75958872785694,1.682584413276424,1.682584413276424,1.6055800986959092,1.8597291332005925,1.7414500461639286,1.6231709591272645,0.7738733231233664,0.8508776377038819,0.7,1.0,1.0,0.677021138273238,0.30165160353738873,0.10165160353738875,0.02286074128186019,0.02286074128186019,1.0,1.2,1.2,1.75958872785694,1.8597291332005925,1.0,0.677021138273238,0.30165160353738873,0.10165160353738875,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.033032070747774894,0.3,0.4,0.7
27,27.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.798624976300607,1.7223907048658962,1.7223907048658962,1.6461564334311864,1.913145967692159,1.7972324623962284,1.6813189571002976,0.7863592600654256,0.8625935315001358,0.7,1.0,1.0,0.6800045706207989,0.3017291653150522,0.1017291653150522,0.024589906596912386,0.024589906596912386,1.0,1.2,1.2,1.798624976300607,1.913145967692159,1.0,0.6800045706207989,0.3017291653150522,0.1017291653150522,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.03458330630104395,0.3,0.4,0.7
28,28.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.8376112831164633,1.7621393543960995,1.7621393543960995,1.6866674256757368,1.9660391388644956,1.8524439036744835,1.7388486684844713,0.7987978706207348,0.874269799341098,0.7,1.0,1.0,0.6830298347244386,0.3018103709147456,0.10181037091474565,0.026400277511658028,0.026400277511658028,1.0,1.2,1.2,1.8376112831164633,1.9660391388644956,1.0,0.6830298347244386,0.3018103709147456,0.10181037091474565,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.036207418294912856,0.3,0.4,0.7
29,29.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.8765591472829173,1.8018419378497572,1.8018419378497572,1.727124728416598,2.0184367192833954,1.9071133887971836,1.7957900583109716,0.8111818747548947,0.8858990841880542,0.7,1.0,1.0,0.686097593541144,0.3018953478469782,0.1018953478469782,0.028295625358636216,0.028295625358636216,1.0,1.2,1.2,1.8765591472829173,2.0184367192833954,1.0,0.686097593541144,0.3018953478469782,0.1018953478469782,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.03790695693956378,0.3,0.4,0.7
30,30.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.9154803902641588,1.8415103529253303,1.8415103529253303,1.7675403155865028,2.0703669200242407,1.961270056147753,1.8521731922712652,0.8235048405636761,0.8974748779025041,0.7,1.0,1.0,0.6892085235860221,0.3019842286945298,0.10198422869452979,0.030279854053165998,0.030279854053165998,1.0,1.2,1.2,1.9154803902641588,2.0703669200242407,1.0,0.6892085235860221,0.3019842286945298,0.10198422869452979,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.03968457389059563,0.3,0.4,0.7
31,31.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.9543871678051568,1.8811568308397166,1.8811568308397166,1.8079264938742774,2.1218581119335793,2.014943185334621,1.9080282587356632,0.8357610982587368,0.9089914352241765,0.7,1.0,1.0,0.6923633153480068,0.3020771513546132,0.10207715135461323,0.03235700540777923,0.03235700540777923,1.0,1.2,1.2,1.9543871678051568,2.1218581119335793,1.0,0.6923633153480068,0.3020771513546132,0.10207715135461323,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.0415430270922646,0.3,0.4,0.7
32,32.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,1.9932919822106878,1.920793948614902,1.920793948614902,1.8482959150191172,2.17293884742864,2.068162219361661,1.963385591294682,0.8479456627667771,0.9204436963625624,0.7,1.0,1.0,0.6955626737150968,0.30217425928524877,0.10217425928524881,0.03453126469302804,0.03453126469302804,1.0,1.2,1.2,1.9932919822106878,2.17293884742864,1.0,0.6955626737150968,0.30217425928524877,0.10217425928524881,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.043485185704976115,0.3,0.4,0.7
33,33.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.032207695129712,1.9604346418698841,1.9604346418698841,1.8886615886100573,2.2236378828658774,2.1209567873602375,2.0182756918545985,0.8600541640806741,0.9318272173405017,0.7,1.0,1.0,0.6988073184100349,0.3022757017566336,0.10227570175663361,0.03680696644966165,0.03680696644966165,1.0,1.2,1.2,2.032207695129712,2.2236378828658774,1.0,0.6988073184100349,0.3022757017566336,0.10227570175663361,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.04551403513267226,0.3,0.4,0.7
34,34.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.0711475408669044,2.0000922181396747,2.0000922181396747,1.9290368954124462,2.273984201510143,2.1733567279146158,2.0727292543190896,0.8720827845872758,0.9431381073145051,0.7,1.0,1.0,0.7020979844373331,0.3023816341082833,0.10238163410828328,0.03918860055794494,0.03918860055794494,1.0,1.2,1.2,2.0711475408669044,2.273984201510143,1.0,0.7020979844373331,0.3023816341082833,0.10238163410828328,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.04763268216566565,0.3,0.4,0.7
35,35.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.1101251402437025,2.039780370743745,2.039780370743745,1.9694356012437888,2.324007037136687,2.2253921130130707,2.126777188889455,0.8840282026740707,0.9543729721740276,0.7,1.0,1.0,0.7054354225425681,0.30249221801272047,0.10249221801272049,0.04168081857066542,0.04168081857066542,1.0,1.2,1.2,2.1101251402437025,2.324007037136687,1.0,0.7054354225425681,0.30249221801272047,0.10249221801272049,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.04984436025440966,0.3,0.4,0.7
36,36.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.1498064204684932,2.080165098663535,2.080165098663535,2.010523776858579,2.374778946997518,2.278136321356374,2.1814936957152304,0.8958875419867308,0.9655288637916881,0.7,1.0,1.0,0.7114280214313592,0.3052152434929667,0.10521524349296671,0.04689606206363212,0.04689606206363212,1.0,1.2,1.2,2.1498064204684932,2.374778946997518,1.0,0.7114280214313592,0.3052152434929667,0.10521524349296671,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.10430486985933411,0.3,0.4,0.7
37,37.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.189840560571587,2.1208956519846787,2.1208956519846787,2.051950743397772,2.4257348949500135,2.3310251218216926,2.2363153486933722,0.9076583257723242,0.9766032343592319,0.7,1.0,1.0,0.7150176376958337,0.30545858108311974,0.10545858108311978,0.052354643146751895,0.052354643146751895,1.0,1.2,1.2,2.189840560571587,2.4257348949500135,1.0,0.7150176376958337,0.30545858108311974,0.10545858108311978,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.10917162166239551,0.3,0.4,0.7
38,38.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.230253324197247,2.161997864696208,2.161997864696208,2.09374240519517,2.476918067821215,2.38410249015546,2.2912869124897064,0.9193384357995156,0.9875938953005542,0.7,1.0,1.0,0.7186638455669795,0.30571256319175893,0.10571256319175898,0.05806720633851086,0.05806720633851086,1.0,1.2,1.2,2.230253324197247,2.476918067821215,1.0,0.7186638455669795,0.30571256319175893,0.10571256319175898,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.11425126383517935,0.3,0.4,0.7
39,39.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.271071419292404,2.2034985143863755,2.2034985143863755,2.135925609480348,2.528372711804198,2.437413445691758,2.3464541795793195,0.9309260753979436,0.9984989803039719,0.7,1.0,1.0,0.7223677744918959,0.305977594893418,0.10597759489341803,0.06404480123192888,0.06404480123192888,1.0,1.2,1.2,2.271071419292404,2.528372711804198,1.0,0.7223677744918959,0.305977594893418,0.10597759489341803,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.11955189786836044,0.3,0.4,0.7
40,40.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.3123225342612574,2.2454253584042894,2.2454253584042894,2.178528182547322,2.580144184226958,2.491004103436767,2.4018640226465773,0.9424197362047451,1.009316912061713,0.7,1.0,1.0,0.7261305858439183,0.30625409873194415,0.10625409873194416,0.07029889996387303,0.07029889996387303,1.0,1.2,1.2,2.3123225342612574,2.580144184226958,1.0,0.7261305858439183,0.30625409873194415,0.10625409873194416,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.12508197463888326,0.3,0.4,0.7
41,41.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.3540353757206427,2.2878071716222443,2.2878071716222443,2.221578967523847,2.6322790074256153,2.544921728251228,2.457564449076842,0.9538181682474004,1.0200463723457986,0.7,1.0,1.0,0.7299534741110629,0.30654251550028666,0.10654251550028666,0.07684141546415969,0.07684141546415969,1.0,1.2,1.2,2.3540353757206427,2.6322790074256153,1.0,0.7299534741110629,0.30654251550028666,0.10654251550028666,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.13085031000573308,0.3,0.4,0.7
42,42.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.396239707927461,2.330673785870047,2.330673785870047,2.2651078638126334,2.684824924819543,2.599214791228644,2.513604657637745,0.9651203530291589,1.030686275086573,0.7,1.0,1.0,0.7338376681339546,0.30684330505455665,0.10684330505455668,0.08368472051871637,0.08368472051871637,1.0,1.2,1.2,2.396239707927461,2.684824924819543,1.0,0.7338376681339546,0.30684330505455665,0.10684330505455668,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.1368661010911335,0.3,0.4,0.7
43,43.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.4389663939528248,2.3740561311159847,2.3740561311159847,2.3091458682791455,2.737830959290574,2.6539330283714926,2.5700350974524118,0.9763254793166766,1.0412357421535166,0.7,1.0,1.0,0.7377844323962773,0.30715694716476477,0.1071569471647648,0.09084166768348116,0.09084166768348116,1.0,1.2,1.2,2.4389663939528248,2.737830959290574,1.0,0.7377844323962773,0.30715694716476477,0.1071569471647648,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.14313894329529603,0.3,0.4,0.7
