step,timestamp,gene_MCM2,gene_MCM5,gene_PCNA,gene_DNA_POL_ALPHA,gene_CDC45,gene_CCND1,gene_CDK2,gene_RB1,gene_TP53,gene_ATM,gene_ATR,gene_CHEK1,gene_STAT1,gene_IRF7,gene_IFNB1,gene_BAX,gene_BCL2,gene_HSPA1A,gene_FKBP1A,gene_MTOR,gene_viral_LT,gene_viral_ST,gene_viral_VP1,gene_viral_VP2,gene_viral_VP3,protein_MCM2,protein_PCNA,protein_RB1,protein_p53,protein_STAT1,protein_mTOR,protein_LT,protein_ST,protein_VP1,metabolite_atp,metabolite_dATP,metabolite_dCTP,metabolite_dGTP,metabolite_dTTP,metabolite_amino_acids,pathway_dna_replication,pathway_cell_cycle,pathway_dna_damage_response,pathway_innate_immune,pathway_apoptosis,pathway_mTOR_signaling,pathway_viral_replication,pathway_cellular_stress,pathway_interferon_response,pathway_nucleotide_synthesis
44,44.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.4822474386811377,2.4179862784726662,2.4179862784726662,2.3537251182641956,2.7913474739733086,2.709127501672609,2.62690752937191,0.9874329213595381,1.0516940815680098,0.7,1.0,1.0,0.7417950683709211,0.3074839424047361,0.10748394240473612,0.09832561008821727,0.09832561008821727,1.0,1.2,1.2,2.4822474386811377,2.7913474739733086,1.0,0.7417950683709211,0.3074839424047361,0.10748394240473612,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.14967884809472215,0.3,0.4,0.7
45,45.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.5261160337161668,2.46249748510978,2.46249748510978,2.398878936503394,2.845426235568787,2.764850662714101,2.6842750898594163,0.9984422192983682,1.0620607679047551,0.7,1.0,1.0,0.7458709159251402,0.3078248130838075,0.10782481308380752,0.10615042317202479,0.10615042317202479,1.0,1.2,1.2,2.5261160337161668,2.845426235568787,1.0,0.7458709159251402,0.3078248130838075,0.10782481308380752,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.15649626167615038,0.3,0.4,0.7
46,46.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.570606604280223,2.5076242411599,2.5076242411599,2.4446418780395778,2.90012048029936,2.8211564189017677,2.7421923575041767,1.0093530615425674,1.0723354246628904,0.7,1.0,1.0,0.7500133547882015,0.3081801042230271,0.10818010422302712,0.11433052739505191,0.11433052739505191,1.0,1.2,1.2,2.570606604280223,2.90012048029936,1.0,0.7500133547882015,0.3081801042230271,0.10818010422302712,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.16360208446054225,0.3,0.4,0.7
47,47.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.6157548581969245,2.5534023187078048,2.5534023187078048,2.491049779218686,2.955484982628579,2.878100202458939,2.8007154222892994,1.0201652689206064,1.0825178084097262,0.7,1.0,1.0,0.7542238060851659,0.3085503845787024,0.10855038457870238,0.12288091197375428,0.12288091197375428,1.0,1.2,1.2,2.6157548581969245,2.955484982628579,1.0,0.7542238060851659,0.3085503845787024,0.10855038457870238,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.17100769157404744,0.3,0.4,0.7
48,48.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.661597837052619,2.5998688229583906,2.5998688229583906,2.538139808864163,3.01157612687627,2.9357390423100225,2.8599019577437756,1.0308787804255186,1.0926077945197472,0.7,1.0,1.0,0.7585037339406372,0.30893624771628364,0.10893624771628364,0.1318171596900379,0.1318171596900379,1.0,1.2,1.2,2.661597837052619,3.01157612687627,1.0,0.7585037339406372,0.30893624771628364,0.10893624771628364,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.17872495432567267,0.3,0.4,0.7
49,49.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.708173969636467,2.6470622456831805,2.6470622456831805,2.5859505217298953,3.068451981865743,2.99413163899082,2.919811296115898,1.0414936403959698,1.1026053643492562,0.7,1.0,1.0,0.7628546471565154,0.30933831313772153,0.10933831313772156,0.14115547282775945,0.14115547282775945,1.0,1.2,1.2,2.708173969636467,3.068451981865743,1.0,0.7628546471565154,0.30933831313772153,0.10933831313772156,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.1867662627544311,0.3,0.4,0.7
50,50.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.7555231277643992,2.6950225210506455,2.6950225210506455,2.634521914336893,3.126172378747303,3.0533384427298786,2.980504506712455,1.0520099869892459,1.1125105937029993,0.7,1.0,1.0,0.7672781009680009,0.30975722746560364,0.10975722746560368,0.15091270029336312,0.15091270029336312,1.0,1.2,1.2,2.7555231277643992,3.126172378747303,1.0,0.7672781009680009,0.30975722746560364,0.10975722746560368,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.1951445493120734,0.3,0.4,0.7
51,51.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.80368668459772,2.7437910839511037,2.7437910839511037,2.683895483304489,3.1847989921499003,3.1134217348528246,3.0420444775557494,1.0624280418168655,1.1223236424634815,0.7,1.0,1.0,0.771775698882344,0.3101936656875564,0.11019366568755641,0.1611063659809195,0.1611063659809195,1.0,1.2,1.2,2.80368668459772,3.1847989921499003,1.0,0.771775698882344,0.3101936656875564,0.11019366568755641,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.20387331375112805,0.3,0.4,0.7
52,52.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.852707575573008,2.7934109309328576,2.7934109309328576,2.734114286292709,3.244395424820926,3.174445712669792,3.104496000518658,1.0727481006264576,1.1320447452666076,0.7,1.0,1.0,0.7763490946050773,0.31064833246459556,0.11064833246459557,0.17175469844551508,0.17175469844551508,1.0,1.2,1.2,2.852707575573008,3.244395424820926,1.0,0.7763490946050773,0.31064833246459556,0.11064833246459557,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.21296664929191136,0.3,0.4,0.7
53,53.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.9026303620662315,2.8439266838724824,2.8439266838724824,2.7852230056787355,3.305027295922833,3.2364765780147216,3.1679258601066103,1.082970524925178,1.1416742031189264,0.7,1.0,1.0,0.7809999940587486,0.31112196350732213,0.11112196350732212,0.1828766619528372,0.1828766619528372,1.0,1.2,1.2,2.9026303620662315,3.305027295922833,1.0,0.7809999940587486,0.31112196350732213,0.11112196350732212,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.22243927014644232,0.3,0.4,0.7
54,54.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,2.9535012979206448,2.895384656508833,2.895384656508833,2.8372680150970235,3.366762333164497,3.299582629614548,3.232402926064599,1.0930957344504126,1.1512123758622235,0.7,1.0,1.0,0.78573015749947,0.31161532702409134,0.11161532702409135,0.19449198897692854,0.19449198897692854,1.0,1.2,1.2,2.9535012979206448,3.366762333164497,1.0,0.78573015749947,0.31161532702409134,0.11161532702409135,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.23230654048182695,0.3,0.4,0.7
55,55.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.0053683989750835,2.9478329239773897,2.9478329239773897,2.890297448979698,3.429670468955039,3.363834359476089,3.2979982499971388,1.1031242004029462,1.1606596754006389,0.7,1.0,1.0,0.7905414017369062,0.3121292252455344,0.11212922524553441,0.20662121422246293,0.20662121422246293,1.0,1.2,1.2,3.0053683989750835,3.429670468955039,1.0,0.7905414017369062,0.3121292252455344,0.11212922524553441,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.24258450491068806,0.3,0.4,0.7
56,56.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.0582815157367795,3.0013213954890627,3.0013213954890627,2.944361275241348,3.4938239407782534,3.4293045534888824,3.3647851661995114,1.1130564393662508,1.1700165596139664,0.7,1.0,1.0,0.7954356024636865,0.31266449603008223,0.11266449603008226,0.21928571025254517,0.21928571025254517,1.0,1.2,1.2,3.0582815157367795,3.4938239407782534,1.0,0.7954356024636865,0.31266449603008223,0.11266449603008226,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.25328992060164496,0.3,0.4,0.7
57,57.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.112292409350782,3.0559018903055426,3.0559018903055426,2.999511371260305,3.559297395996881,3.4960683964532975,3.4328393969097135,1.122893007843189,1.1792835268884274,0.7,1.0,1.0,0.8004146967005746,0.3132220145554353,0.1132220145554353,0.23250772480798046,0.23250772480798046,1.0,1.2,1.2,3.112292409350782,3.559297395996881,1.0,0.8004146967005746,0.3132220145554353,0.1132220145554353,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.26444029110870587,0.3,0.4,0.7
58,58.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.1674548310265274,3.11162821717174,3.11162821717174,3.0558016033169553,3.6261680013077484,3.5642035817550366,3.5022391622023243,1.1326344973482976,1.1884611112030836,0.7,1.0,1.0,0.8054806853641457,0.313802695101239,0.11380269510123901,0.24631041990921948,0.24631041990921948,1.0,1.2,1.2,3.1674548310265274,3.6261680013077484,1.0,0.8054806853641457,0.313802695101239,0.11380269510123901,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.27605390202478014,0.3,0.4,0.7
59,59.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.2238246050911044,3.168556257374865,3.168556257374865,3.113287909658628,3.694515557081341,3.633790425919684,3.5730652947580257,1.142281530000001,1.1975498777162392,0.7,1.0,1.0,0.8106356359641359,0.3144074929285681,0.11440749292856817,0.2607179128377876,0.2607179128377876,1.0,1.2,1.2,3.2238246050911044,3.694515557081341,1.0,0.8106356359641359,0.3144074929285681,0.11440749292856817,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.28814985857136316,0.3,0.4,0.7
60,60.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.2814597158483156,3.2267440516092387,3.2267440516092387,3.172028387370164,3.76442261683271,3.7049119882942856,3.6454013597558608,1.1518347545626688,1.2065504188017446,0.7,1.0,1.0,0.8158816854381009,0.3150374062621921,0.11503740626219217,0.27575531909997975,0.27575531909997975,1.0,1.2,1.2,3.2814597158483156,3.76442261683271,1.0,0.8158816854381009,0.3150374062621921,0.11503740626219217,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.30074812524384303,0.3,0.4,0.7
61,61.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.340420398432805,3.2862518908361187,3.2862518908361187,3.2320833832394347,3.8359746120848115,3.7776541961171555,3.719333780149499,1.161294842893443,1.2154633504901282,0.7,1.0,1.0,0.8212210431315102,0.3156934783819938,0.11569347838199384,0.29144879748197355,0.29144879748197355,1.0,1.2,1.2,3.340420398432805,3.8359746120848115,1.0,0.8212210431315102,0.3156934783819938,0.11569347838199384,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31386956763987667,0.3,0.4,0.7
62,62.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.400400840194312,3.3467740176735927,3.3467740176735927,3.2931471951528755,3.9086705530364516,3.851516545388149,3.7943625377398456,1.1706624867532696,1.224289309273988,0.7,1.0,1.0,0.8217590639905517,0.31575906399055165,0.11575906399055166,0.3072078614725252,0.3072078614725252,1.0,1.2,1.2,3.400400840194312,3.9086705530364516,1.0,0.8217590639905517,0.31575906399055165,0.11575906399055166,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31518127981103305,0.3,0.4,0.7
63,63.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.4613569932574957,3.4082664389619834,3.4082664389619834,3.3551758846664734,3.982433400319925,3.926422472824589,3.8704115453292514,1.1799383949456217,1.2330289492411328,0.7,1.0,1.0,0.8217575012714965,0.3157575012714965,0.11575750127149649,0.3229653627440217,0.3229653627440217,1.0,1.2,1.2,3.4613569932574957,3.982433400319925,1.0,0.8217575012714965,0.3157575012714965,0.11575750127149649,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3151500254299297,0.3,0.4,0.7
64,64.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.5232789833054095,3.4707193345528524,3.4707193345528524,3.4181596858002976,4.057241628282309,4.002350919336879,3.9474602103914487,1.1891232907500617,1.2416829395026179,0.7,1.0,1.0,0.8217560948243469,0.31575609482434686,0.11575609482434684,0.3387214575683686,0.3387214575683686,1.0,1.2,1.2,3.5232789833054095,4.057241628282309,1.0,0.8217560948243469,0.31575609482434686,0.11575609482434684,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3151218964869368,0.3,0.4,0.7
65,65.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.5861570464846704,3.5341229942196386,3.5341229942196386,3.4820889419546095,4.133074160536367,4.079281265769845,4.025488371003323,1.198217909621068,1.2502519618860983,0.7,1.0,1.0,0.8217548290219122,0.31575482902191215,0.11575482902191216,0.35447628659028074,0.35447628659028074,1.0,1.2,1.2,3.5861570464846704,4.133074160536367,1.0,0.8217548290219122,0.31575482902191215,0.11575482902191216,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31509658043824307,0.3,0.4,0.7
66,66.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.649981527128782,3.5984678153864005,3.5984678153864005,3.5469541036440217,4.209910359099973,4.157193322228782,4.10447628535759,1.2072229971255133,1.2587367088678934,0.7,1.0,1.0,0.821753689799721,0.3157536897997209,0.11575368979972095,0.37022997639000166,0.37022997639000166,1.0,1.2,1.2,3.649981527128782,4.209910359099973,1.0,0.821753689799721,0.3157536897997209,0.11575368979972095,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31507379599441876,0.3,0.4,0.7
67,67.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.7147428756214316,3.663744300996474,3.663744300996474,3.612745726371519,4.287730013940273,4.236067317806506,4.184404621672738,1.2161393070948485,1.267137881719805,0.7,1.0,1.0,0.8217526644997489,0.3157526644997488,0.11575266449974886,0.3859826408897505,0.3859826408897505,1.0,1.2,1.2,3.7147428756214316,4.287730013940273,1.0,0.8217526644997489,0.3157526644997488,0.11575266449974886,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3150532899949769,0.3,0.4,0.7
68,68.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.780431646386636,3.7299430575079278,3.7299430575079278,3.6794544686292223,4.366513332895737,4.3158838906846455,4.265254448473553,1.2249675999704315,1.2754561888491383,0.7,1.0,1.0,0.821751741729774,0.31575174172977394,0.11575174172977397,0.40173438261952443,0.40173438261952443,1.0,1.2,1.2,3.780431646386636,4.366513332895737,1.0,0.821751741729774,0.31575174172977394,0.11575174172977397,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31503483459547926,0.3,0.4,0.7
69,69.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.847038495993921,3.797054793004,3.797054793004,3.7470710900140816,4.446240931951665,4.396624078584795,4.347007225217925,1.2337086413226055,1.2836923443125252,0.7,1.0,1.0,0.8217509112367967,0.31575091123679655,0.11575091123679658,0.417485293856321,0.417485293856321,1.0,1.2,1.2,3.847038495993921,4.446240931951665,1.0,0.8217509112367967,0.31575091123679655,0.11575091123679658,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3150182247359314,0.3,0.4,0.7
70,70.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.914554181367893,3.865070315407871,3.865070315407871,3.815586449447852,4.52689382584689,4.478269309547357,4.4296447932478245,1.2423632005260699,1.2918470664860904,0.7,1.0,1.0,0.8217501637931169,0.3157501637931169,0.11575016379311692,0.4332354576494379,0.4332354576494379,1.0,1.2,1.2,3.914554181367893,4.52689382584689,1.0,0.8217501637931169,0.3157501637931169,0.11575016379311692,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31500327586233823,0.3,0.4,0.7
71,71.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,3.982969558092609,3.9339805307921876,3.9339805307921876,3.8849915034917686,4.608453418991384,4.560801393017842,4.5131493670443,1.2509320495758305,1.2999210768762508,0.7,1.0,1.0,0.8217494910938052,0.31574949109380523,0.11574949109380522,0.44898494874324313,0.44898494874324313,1.0,1.2,1.2,3.982969558092609,4.608453418991384,1.0,0.8217494910938052,0.31574949109380523,0.11574949109380522,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149898218761044,0.3,0.4,0.7
72,72.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.052275578802114,4.003776441774696,4.003776441774696,3.9552773047472813,4.690901496676245,4.644202511222174,4.5975035257681025,1.2594159620295915,1.3079150990570074,0.7,1.0,1.0,0.8217488856644247,0.31574888566442466,0.1157488856644247,0.4647338344076678,0.4647338344076678,1.0,1.2,1.2,4.052275578802114,4.690901496676245,1.0,0.8217488856644247,0.31574888566442466,0.1157488856644247,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31497771328849394,0.3,0.4,0.7
73,73.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.122463291649355,4.074449145992212,4.074449145992212,4.026435000335071,4.77422021655914,4.72845521081415,4.68269020506916,1.267815712063863,1.3158298577210046,0.7,1.0,1.0,0.8217483407779823,0.3157483407779822,0.11574834077798224,0.48048217518565,0.48048217518565,1.0,1.2,1.2,4.122463291649355,4.77422021655914,1.0,0.8217483407779823,0.3157483407779822,0.11574834077798224,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31496681555964456,0.3,0.4,0.7
74,74.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.193523838846472,4.145989834645901,4.145989834645901,4.098455830445332,4.858392100409735,4.813542394779645,4.768692689149554,1.276132073632335,1.323666077832905,0.7,1.0,1.0,0.821747850380184,0.315747850380184,0.11574785038018401,0.496230025565834,0.496230025565834,1.0,1.2,1.2,4.193523838846472,4.858392100409735,1.0,0.821747850380184,0.315747850380184,0.11574785038018401,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149570076036801,0.3,0.4,0.7
75,75.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.265448455270132,4.218389791111567,4.218389791111567,4.171331126953003,4.94340002610094,4.899447314583452,4.855494603065963,1.284365819716211,1.3314244838747755,0.7,1.0,1.0,0.8217474090221657,0.3157474090221656,0.11574740902216561,0.5119774345879996,0.5119774345879996,1.0,1.2,1.2,4.265448455270132,4.94340002610094,1.0,0.8217474090221657,0.3157474090221656,0.11574740902216561,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149481804433122,0.3,0.4,0.7
76,76.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.338228467126218,4.291640389609238,4.291640389609238,4.245052312092261,5.029227219832981,4.986153562545843,4.943079905258703,1.2925177216572286,1.3391057991742072,0.7,1.0,1.0,0.8217470117999491,0.315747011799949,0.11574701179994906,0.5277244463879487,0.5277244463879487,1.0,1.2,1.2,4.338228467126218,5.029227219832981,1.0,0.8217470117999491,0.315747011799949,0.11574701179994906,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31494023599898097,0.3,0.4,0.7
77,77.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.411855290668739,4.365733093926929,4.365733093926929,4.319610897185122,5.115857248578375,5.073645064436979,5.031432880295582,1.300588548565018,1.3467107453068268,0.7,1.0,1.0,0.8217466542999542,0.31574665429995413,0.11574665429995415,0.5434711006879028,0.5434711006879028,1.0,1.2,1.2,4.411855290668739,5.115857248578375,1.0,0.8217466542999542,0.31574665429995413,0.11574665429995415,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149330859990829,0.3,0.4,0.7
78,78.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.486320430968331,4.44065945619394,4.44065945619394,4.394998481419551,5.2032740127368555,5.1619060722782875,5.1205381318197185,1.308579066791293,1.354240041565684,0.7,1.0,1.0,0.8217463325499588,0.3157463325499587,0.11574633254995874,0.5592174332378615,0.5592174332378615,1.0,1.2,1.2,4.486320430968331,5.2032740127368555,1.0,0.8217463325499588,0.3157463325499587,0.11574633254995874,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149266509991746,0.3,0.4,0.7
79,79.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.561615480726175,4.516411115699527,4.516411115699527,4.471206750672882,5.2914617389901615,5.250921157340764,5.210380575691367,1.316490039464113,1.36169440449076,0.7,1.0,1.0,0.8217460429749629,0.31574604297496284,0.11574604297496287,0.5749634762128244,0.5749634762128244,1.0,1.2,1.2,4.561615480726175,5.2914617389901615,1.0,0.8217460429749629,0.31574604297496284,0.11574604297496287,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31492085949925713,0.3,0.4,0.7
80,80.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.637732119129563,4.5929797977531805,4.5929797977531805,4.548227476376802,5.380404973347397,5.340675203330988,5.3009454333145785,1.3243222260761316,1.369074547452512,0.7,1.0,1.0,0.8217457823574666,0.3157457823574666,0.11574578235746658,0.590709258570291,0.590709258570291,1.0,1.2,1.2,4.637732119129563,5.380404973347397,1.0,0.8217457823574666,0.3157457823574666,0.11574578235746658,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31491564714933146,0.3,0.4,0.7
81,81.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.714662110745726,4.670357312583108,4.670357312583108,4.6260525144204925,5.470088574372383,5.431153399756303,5.392218225140222,1.332076382121364,1.3763811802839805,0.7,1.0,1.0,0.8217455478017199,0.31574554780171993,0.11574554780171992,0.6064548063720109,0.6064548063720109,1.0,1.2,1.2,4.714662110745726,5.470088574372383,1.0,0.8217455478017199,0.31574554780171993,0.11574554780171992,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149109560343982,0.3,0.4,0.7
82,82.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.792397304450857,4.748535554269865,4.748535554269865,4.704673804088876,5.5604977065850765,5.522341235461318,5.4841847643375585,1.3397532587755445,1.3836150089565349,0.7,1.0,1.0,0.8217453367015479,0.3157453367015479,0.11574533670154794,0.6222001430735588,0.6222001430735588,1.0,1.2,1.2,4.792397304450857,5.5604977065850765,1.0,0.8217453367015479,0.3157453367015479,0.11574533670154794,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3149067340309585,0.3,0.4,0.7
83,83.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.870929632391553,4.827506499712371,4.827506499712371,4.784083367033191,5.651617834029701,5.614224492328418,5.576831150627134,1.3473536026156439,1.3907767352948244,0.7,1.0,1.0,0.8217451467113932,0.31574514671139314,0.11574514671139313,0.6379452897849519,0.6379452897849519,1.0,1.2,1.2,4.870929632391553,5.651617834029701,1.0,0.8217451467113932,0.31574514671139314,0.11574514671139313,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31490293422786264,0.3,0.4,0.7
84,84.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,4.950251108976196,4.9072622076238055,4.9072622076238055,4.864273306271418,5.743434714002801,5.706789239135544,5.6701437642682855,1.3548781553745568,1.3978670567269456,0.7,1.0,1.0,0.8217449757202538,0.3157449757202538,0.11574497572025383,0.6536902655052057,0.6536902655052057,1.0,1.2,1.2,4.950251108976196,5.743434714002801,1.0,0.8217449757202538,0.3157449757202538,0.11574497572025383,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31489951440507635,0.3,0.4,0.7
85,85.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.030353829894011,4.987794817555145,4.987794817555145,4.9452358052162815,5.835934390934869,5.800021825564957,5.764109260195044,1.3623276537273736,1.4048866660662385,0.7,1.0,1.0,0.8217448218282285,0.31574482182822844,0.11574482182822844,0.6694350873334342,0.6694350873334342,1.0,1.2,1.2,5.030353829894011,5.835934390934869,1.0,0.8217448218282285,0.31574482182822844,0.11574482182822844,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148964365645687,0.3,0.4,0.7
86,86.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.111229971159766,5.069096548944289,5.069096548944289,5.0269631267288135,5.929103190419684,5.89390887635717,5.858714562294654,1.369702829106006,1.4118362513214822,0.7,1.0,1.0,0.8217446833254056,0.31574468332540556,0.1157446833254056,0.6851797706588397,0.6851797706588397,1.0,1.2,1.2,5.111229971159766,5.929103190419684,1.0,0.8217446833254056,0.31574468332540556,0.1157446833254056,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31489366650811185,0.3,0.4,0.7
87,87.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.192871788182268,5.151159700188947,5.151159700188947,5.109447612195625,6.022927713385851,5.988437285604586,5.953946857823322,1.3770044075392616,1.4187164955325828,0.7,1.0,1.0,0.8217445586728651,0.31574455867286505,0.11574455867286504,0.7009243293317048,0.7009243293317048,1.0,1.2,1.2,5.192871788182268,6.022927713385851,1.0,0.8217445586728651,0.31574455867286505,0.11574455867286504,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148911734573007,0.3,0.4,0.7
88,88.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.2752716148550105,5.233976647741622,5.233976647741622,5.192681680628234,6.117394830405438,6.083594211179799,6.04979359195416,1.384233109515753,1.425528076629141,0.7,1.0,1.0,0.8217444464855785,0.31574444648557853,0.11574444648557854,0.7166687758172833,0.7166687758172833,1.0,1.2,1.2,5.2752716148550105,6.117394830405438,1.0,0.8217444464855785,0.31574444648557853,0.11574444648557854,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148889297115707,0.3,0.4,0.7
